X,S,C
-0.005271100025242561,0.07839008640784113,0.07258078467910015
0.49340410608732194,0.1519647335078739,-0.00941163763758907
0.9961131559605323,0.14234921883748947,-0.007005087736901742
1.5002255506379887,0.13520918793089698,-0.0023277385681162205
2.002874781298933,0.13283963624637235,0.002867551063782367
2.503210399984746,0.13575890919820363,0.00695204842905388
3.002207700122195,0.1428458901110374,0.009023837943413843
3.501047603046086,0.15206599414757357,0.008789930204543564
3.999999448948186,0.16107145235473433,0.006003132599397974
4.498517478603907,0.16723636541893222,0.0003790713459633619
4.996059507596817,0.16762606335605082,-0.007767642331809948
5.49266442341614,0.15965038634490256,-0.01709307976760414
5.988676079573131,0.14216764021961914,-0.02568683372913147
6.484035890363808,0.11605126202012239,-0.03187178766378142
6.978186614106269,0.08385840080123953,-0.03468537912076211
7.470906731106229,0.04901647578735383,-0.034104810217529966
7.963122784325441,0.014873562803174596,-0.030902657115819302
8.456630184594882,-0.016031564175801524,-0.02588943386482526
8.952930774708586,-0.04194419658369842,-0.019249620746380095
9.452399370767523,-0.061245651771011024,-0.010858233502150004
9.954488878575425,-0.07215229660272197,-0.001160196024264775
10.458474427760608,-0.07331863071207932,0.008583201136119614
10.963839779522008,-0.0646945049858656,0.01700089171537333
11.470100215644734,-0.047639573043615185,0.02335414606483315
11.97657530773698,-0.02425419047107242,0.02751299587752456
12.482516390389396,0.003263571284959696,0.02942573065815377
12.987427666930685,0.032700939148697525,0.028831459132771218
13.491214718047946,0.06159848180323966,0.025534689894200636
13.994064444417903,0.08727602900435487,0.01987346474581747
14.496228639697723,0.10733831089053873,0.012792363223686053
14.997878283061363,0.12029656146197713,0.005383905908826405
15.499073165244056,0.12576197185227028,-0.0016172970236061385
15.999817960506169,0.12411942819215636,-0.007847828341483985
16.500119353238933,0.11615829034240661,-0.012907275097817009
16.999935121740688,0.10309571976497978,-0.016167785461426356
17.499033330872898,0.08678186224650133,-0.01727404810694839
17.996980178549617,0.06940204662687265,-0.01703116231320005
18.49344529316,0.05230740423279822,-0.01771888756778402
18.988663874430394,0.03455463250945085,-0.021997687017231496
19.483613589068764,0.012543860189077388,-0.030781548168850165
19.979642078619857,-0.0182403683567956,-0.04182157069197389
20.47775476913836,-0.060132236794588095,-0.0504849789559129
20.97809472130868,-0.11099740010347009,-0.05245689586637897
21.4800522089036,-0.16446093073399573,-0.046589130074606494
21.982895963666575,-0.21271481875218937,-0.035610844671554495
22.486264299031227,-0.2502370601318988,-0.023796681755556146
22.990052710117684,-0.27568016821391045,-0.013672707284710066
23.494033039223606,-0.29044858196178935,-0.004736519464983028
23.99781875817016,-0.2955917900552408,0.005052817817105594
24.50121172197508,-0.2901056320556825,0.01663857749640459
25.004404737572784,-0.27215173625591627,0.028389438125909675
25.507665723126497,-0.24188530384229112,0.03683177688297635
26.010780341663875,-0.2032254944230312,0.038758305414491344
26.512925618462255,-0.16316195196927066,0.03330103097436025
27.013226764706296,-0.12914663298278672,0.022833289071531055
27.511452570306567,-0.10599675291830807,0.011878692771820814
28.00816284164757,-0.09399914125229554,0.004524615613648084
28.504261737431285,-0.0894364562849935,0.0022991231583589355
29.000447108444803,-0.08711941507698742,0.003949014682201603
29.496977628587306,-0.08314177596654544,0.006823260204049139
29.99383032214105,-0.07627513846779826,0.008670939618949908
30.491049224803856,-0.067559298239606,0.008893017945703772
30.988964391566796,-0.058630819169811624,0.00874677532198
31.488052177787317,-0.04985825129141852,0.010433650307292583
31.988512099169455,-0.03940372366045239,0.015591213975326266
32.48990697097539,-0.023796625540725508,0.024038017652870832
32.99120861672386,0.00024588243769877637,0.033398711842091734
33.49133331623837,0.033657294789449475,0.03995584669801835
33.98987900454765,0.073733628045453,0.040708736856438055
34.48748534921302,0.11480967086900387,0.03536591884007953
34.98540327566118,0.15080290963926946,0.026261646042700145
35.48457955189923,0.17777480393000827,0.016301013778341204
35.985100749842395,0.19464136474496024,0.007157249073992581
36.486448639586634,0.20208025818784994,-0.0010463023031491504
36.988146644416545,0.20099145844840519,-0.009020374369326822
37.49008457321261,0.1916234132581341,-0.017394936514347002
37.9923089830414,0.17364784727453217,-0.026143704581702964
38.49466991360973,0.1468314476891491,-0.03447859028439637
38.99678306491087,0.11177310818634593,-0.04110260014642558
39.49831399166525,0.07032408328671064,-0.04465353884278229
39.999214842112764,0.025560522914576358,-0.04410787495994488
40.49968951044274,-0.018555045435071908,-0.03903820804176823
41.00001979366316,-0.05765488061551287,-0.029853203128757444
41.50042970283935,-0.08766789275153176,-0.017930833117334084
42.000981074197355,-0.1057669268169859,-0.00525430428685262
42.50149913894944,-0.11108301236762123,0.006458236938668908
43.00167448796596,-0.10454968061204252,0.01661257180036937
43.50135215305215,-0.0877831012630367,0.026034549671540976
44.00067270122206,-0.06160185165462365,0.03632215210133041
44.49979344393054,-0.025207291433678725,0.048301733922989656
44.99847859844111,0.02310388897891881,0.060373950981198445
45.496202114540814,0.08366815015554448,0.06817867857017372
45.99302211316706,0.1528257948554769,0.06709675131468862
46.49054707307827,0.22230639934314414,0.05640446965224742
46.99172724945044,0.2823144826997581,0.04000017527433789
47.499065621934996,0.32601958824320443,0.022537873044170192
48.01268770664302,0.3511418308562907,0.006473132335662286
48.53019403839587,0.3584297713882158,-0.007431565921732234
49.04838367754402,0.35006558372526186,-0.01883090617179246
49.565035914711906,0.3290629945432165,-0.02792318415234789
50.0791905451793,0.2983900847504953,-0.03626934921763145
50.59007290612667,0.25929736879779475,-0.04655606994334696
51.09595396267186,0.21016867064833564,-0.060682864009602
