,Station,Z_d,W_bf_L,W_bf_R,thal_y
,460.0,0.08522859256640913,17.441807509540872,40.89624374810709,11.72721811928311
,461.0,0.1274098426438286,17.63243381561093,40.99685456965499,11.68221037702203
,462.0,0.16657068424694899,17.81313175280526,41.08571041189104,11.63628932954289
,463.0,0.2025334462889532,17.983258121173243,41.16217898369594,11.58946043126135
,464.0,0.23512045768325152,18.142169720764322,41.22562799395042,11.54172913659305
,465.0,0.26415404734302683,18.28922335162791,41.27542515153519,11.49310089995364
,466.0,0.28945654418157574,18.42377581381343,41.31093816533097,11.44358117575877
,467.0,0.3108502771121948,18.545183907370323,41.33153474421846,11.39317541842407
,468.0,0.32815757504818066,18.652804432348002,41.336582597078404,11.3418890823652
,469.0,0.34120076690282986,18.74599418879589,41.32544943279149,11.2897276219978
,470.0,0.3498021815892116,18.82410997676341,41.297502960238454,11.23669649173752
,471.0,0.3537841480208499,18.8865085963,41.252110888299995,11.182801146
,472.0,0.3531287116173871,18.965026870513547,41.16189568502991,11.09843440725818
,473.0,0.3480497879407949,19.090695639778097,41.00172097504854,10.95551266763522
,474.0,0.3387175111167835,19.261662730042318,40.77431620208648,10.75632673602208
,475.0,0.32530201527140434,19.47607596725485,40.48241080987433,10.50316742130974
,476.0,0.30797343453025405,19.73208317736436,40.12873424214266,10.19832553238915
,477.0,0.2869019030194977,20.027832186319486,39.71601594262207,9.844091878151294
,478.0,0.2622575548649593,20.361470820068885,39.24698535504315,9.442757267487135
,479.0,0.2342105241924628,20.731146904561214,38.72437192313649,8.996612509287637
,480.0,0.20293094512794596,21.135008265745114,38.15090509063267,8.507948412443776
,481.0,0.16858895179734645,21.571202729569247,37.529314301262275,7.979055785846513
,482.0,0.13135467832648828,22.037878121982256,36.8623289987559,7.412225438386822
,483.0,0.09139825884130914,22.533182268932812,36.15267862684415,6.809748178955667
,484.0,0.04888982746774673,23.055262996369542,35.40309262925758,6.173914816444017
,485.0,0.0039995183316250404,23.602268130241114,34.61630044972681,5.507016159742845
,486.0,-0.04310253444111822,24.172345496496188,33.79503153198241,4.811343017743112
,487.0,-0.09224619672465906,24.7636429210834,32.94201531975499,4.089186199335792
,488.0,-0.14326133439305977,25.374308229951403,32.059981256775096,3.342836513411848
,489.0,-0.19597781332049635,26.002489249048853,31.151658786773364,2.574584768862254
,490.0,-0.25022549938080374,26.646333804324414,30.219777353480367,1.786721774577975
,491.0,-0.3058342584483853,27.303989721726722,29.267066400626675,0.981538339449977
,492.0,-0.36263395639718965,27.973604827204426,28.29625537194289,0.1613252723692331
,493.0,-0.4204544591013928,28.6533269467062,27.310073711159617,-0.671626617773291
,494.0,-0.479125632435057,29.341303906180677,26.31125086200742,-1.515026522086627
,495.0,-0.5384773422722446,30.035683531576517,25.302516268216905,-2.366583631679807
,496.0,-0.5983394544872453,30.73461364884237,24.286599373518648,-3.224007137661862
