,station,thZ_d,thal_lat,Z_ac,W_L_ac,W_R_ac,Z_beto,W_L_beto,W_R_beto,Z_vfe,W_L_vfe,W_R_vfe
105,105.0,0.04589617592284867,-0.2973837303372064,-0.8406755998888684,5.76453955099041,-5.203657070179192,-0.49321999405299266,5.680768349515539,-5.0860008888411254,-7.569990205552358,22.438632238497863,-20.936014418512777
106,106.0,0.04949945598116301,-0.2620623974492859,-0.8330431435765604,5.706152327192719,-5.2143867706160645,-0.48586519293053243,5.613673058699992,-5.08954826380142,-7.563576506391428,22.373894187249263,-21.021021941060543
107,107.0,0.05348978655320025,-0.2188559218106838,-0.8250236367503021,5.634288436005148,-5.227152240257244,-0.47812334129412193,5.531282123911909,-5.0935702802905425,-7.556775756716661,22.293691118541513,-21.126162985419608
108,108.0,0.057714660028068465,-0.1695303538247479,-0.8167695870214402,5.551649002510506,-5.241239619469808,-0.4701469467551078,5.436793747017183,-5.097733039367687,-7.5497404641392905,22.200760188121198,-21.24775775025385
109,109.0,0.062021568794648374,-0.1158517438948265,-0.8084335020007529,5.460935151791599,-5.255935048620842,-0.46208851692415465,5.333406129881701,-5.1017026420920475,-7.542623136269981,22.097838551734885,-21.382126434227104
110,110.0,0.06625800524216174,-0.0595861424242676,-0.8001678892991322,5.364848008931234,-5.270524668077425,-0.4541005594123817,5.224317474371355,-5.10514518952282,-7.535576280719852,21.987663365129144,-21.52558923600322
111,111.0,0.07027146175926191,-0.0024995998164192,-0.7921252565280383,5.266088699012219,-5.284294618206641,-0.44633558183113564,5.1127259823520355,-5.1077267827191974,-7.5287524051001355,21.872971784050552,-21.674466354246068
112,112.0,0.0739094307347159,0.0536418335253704,-0.784458111298477,5.16735834711736,-5.296531039375568,-0.4389460917913084,5.001829855689634,-5.109113522740374,-7.522304017021952,21.756500964245667,-21.82507798761949
113,113.0,0.07701940455774547,0.1070721071977532,-0.77731896122134,5.0713580783294665,-5.306520071951291,-0.4320845969041329,4.89482729625004,-5.108971510645547,-7.5163836240963064,21.640988061461083,-21.97374433478734
114,114.0,0.07944887561723135,0.1560251707973812,-0.7708603139077468,4.980789017731344,-5.3135478563008895,-0.4259036047802738,4.794916505899143,-5.106966847493905,-7.511143733934091,21.529170231443352,-22.11678559441347
115,115.0,0.08104533630228161,0.1987349739209062,-0.7652346769687028,4.898352290405799,-5.316900532791447,-0.42055562303107763,4.705295686502835,-5.102765634344648,-7.5067368541465385,21.423784629939057,-22.250521965161745
116,116.0,0.08165627900132222,0.2334354661649803,-0.7605945580154412,4.826749021435644,-5.315864241790043,-0.41619315926766376,4.629163039927006,-5.096033972256967,-7.503315492344768,21.327568412694767,-22.371273645696007
117,117.0,0.08112919610357494,0.2583605971262552,-0.7570924646591948,4.768680335903682,-5.3097251236637595,-0.41296872110126515,4.569716768037548,-5.0864379622900575,-7.5010321561399,21.243258735457054,-22.47536083468011
118,118.0,0.07931157999837524,0.2717443164013828,-0.7548809045104008,4.72684735889272,-5.297769318779679,-0.4110348161422053,4.530155072700349,-5.073643705503113,-7.500039353142483,21.173592753972496,-22.559103730777913
119,119.0,0.07611254262451439,0.2730957756235819,-0.7540507656301543,4.701817014879619,-5.279635391693538,-0.41048233245169286,4.511142016068436,-5.0573335673156,-7.500427971413615,21.118447492927697,-22.62202321261398
120,120.0,0.07186927525708597,0.2694270827625109,-0.7542648567434753,4.681894929757764,-5.257283707102872,-0.4109740787549754,4.498721889345151,-5.037576054870173,-7.501860819678427,21.062039280408975,-22.68162447063622
121,121.0,0.06676518126266728,0.2624155794770855,-0.7553397744837866,4.664784519506487,-5.231594234429707,-0.4123266516850208,4.490001439088914,-5.0148325980430855,-7.504154494570116,21.002402744747645,-22.740677451941583
122,122.0,0.060928826800591196,0.2524444319485636,-0.757146952691869,4.650389908703229,-5.2031184415596075,-0.414411485082951,4.484693383323367,-4.989582247220494,-7.50718042992969,20.940612387526276,-22.79860420379589
123,123.0,0.0544887780300769,0.2398968063582031,-0.759557825208276,4.638615221925436,-5.172407796378134,-0.4171000127892057,4.482510440072152,-4.962304052788558,-7.510810059597588,20.877742710327396,-22.854826773464946
124,124.0,0.04757360110988884,0.2251558688872622,-0.7624438258743567,4.629364583750549,-5.140013766770852,-0.4202636686451342,4.483165327358912,-4.933477065133437,-7.514914817415047,20.814868214733565,-22.908767208214563
125,125.0,0.04031186219981464,0.2086047857169987,-0.7656763885304372,4.622542118756014,-5.1064878206233235,-0.4237738864909488,4.48637076320729,-4.903580334641287,-7.519366137222505,20.75306340232735,-22.959847555310564
126,126.0,0.03283212745861874,0.1906267230286706,-0.769126947017412,4.618051951519272,-5.072381425821114,-0.42750210016788515,4.491839465640927,-4.873092911698269,-7.524035452860971,20.693402774691293,-23.007489862018755
127,127.0,0.025262963045861397,0.1716048470035359,-0.7726669351761757,4.615798206617767,-5.038246050249785,-0.4313197435163829,4.499284152683465,-4.842493846690537,-7.528794198171113,20.636960833407954,-23.051116175604943
128,128.0,0.017732935120307047,0.1519223238228527,-0.7761677868476227,4.615685008628944,-5.0046331617949,-0.4350982503776777,4.50841754235855,-4.8122621900042555,-7.533513806993938,20.584812080059887,-23.09014854333495
129,129.0,0.01037060984162963,0.1319623196678788,-0.7795009358721927,4.617616482130246,-4.972094228342024,-0.4387090545920955,4.518952352689822,-4.782876992025579,-7.538065713170113,20.538031016229642,-23.124009012474588
130,130.0,0.003304553368707275,0.1121080007198723,-0.7825378160911214,4.621496751699112,-4.941180717776719,-0.4420235900007583,4.53060130170092,-4.754817303140665,-7.542321350540419,20.497692143499773,-23.15211963028966
