,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,all_20_harmonics
0,0.0,-0.03261755084855832,-0.015670789679614702,-0.009968551670796256,0.0035292129382845966,0.006020164302113323,0.002461862203476535,0.00058525674483522,0.002461862203476535,0.006020164302113326,0.0035292129382845966,-0.009968551670796253,-0.015670789679614702,-0.03261755084855832,0.0,-0.09190604876535441
1,-0.009890747364973064,-0.043226744369901815,-0.01143778166876858,0.006691858847013282,0.002720821148194367,-0.0037216988775039175,-0.0016322247717794616,-0.00058525674483522,-0.0016322247717794616,-0.003721698877503921,0.002720821148194367,0.006691858847013282,-0.01143778166876858,-0.043226744369901815,0.0,-0.10179679613032748
2,0.01937210243478107,-0.0452743510275571,0.0014081092268867495,0.012946709031878698,-0.004740092264333202,-0.0013792817106877448,0.0004793052061083161,0.00058525674483522,0.0004793052061083161,-0.0013792817106877445,-0.004740092264333202,0.012946709031878695,0.0014081092268867495,-0.04527435102755709,0.0,-0.07253394633057333
3,0.05033622543505942,-0.03835481721072787,0.01319366515450273,-0.0009300312761446843,-0.0006112816327973172,0.005441635038512071,0.0007685466339251705,-0.00058525674483522,0.0007685466339251705,0.0054416350385120766,-0.0006112816327973172,-0.0009300312761446852,0.01319366515450273,-0.038354817210727865,0.0,-0.04156982333029501
4,0.04366431026973646,-0.02383864145435033,0.015044122119056017,-0.013360611888231292,0.005012138184014,-0.005406326193211123,-0.0018641783875038682,0.00058525674483522,-0.0018641783875038682,-0.005406326193211127,0.005012138184014,-0.013360611888231292,0.015044122119056017,-0.02383864145435032,0.0,-0.048241738495617956
5,0.08776142800044129,-0.004600930396187514,0.005566048283794923,-0.005016000395049446,-0.001619329706852485,0.0012999434554656951,0.0025905867487898636,-0.00058525674483522,0.0025905867487898636,0.0012999434554656969,-0.001619329706852485,-0.005016000395049444,0.005566048283794923,-0.00460093039618751,0.0,-0.00414462076491314
6,0.12301713858917424,0.015548051353648548,-0.008103373435857134,0.011128281702968002,-0.0042914686665099615,0.0037853232182593942,-0.0028038976330165563,0.00058525674483522,-0.0028038976330165563,0.0037853232182593955,-0.0042914686665099615,0.011128281702968002,-0.008103373435857134,0.01554805135364855,0.0,0.031111089823819812
7,0.14509323937929458,0.03261755084855832,-0.015670789679614702,0.009968551670796256,0.0035292129382845966,-0.006020164302113323,0.002461862203476535,-0.00058525674483522,0.002461862203476535,-0.006020164302113326,0.0035292129382845966,0.009968551670796253,-0.015670789679614702,0.03261755084855832,0.0,0.05318719061394015
8,0.1523061037262672,0.04322674436990182,-0.01143778166876858,-0.006691858847013282,0.002720821148194367,0.0037216988775039175,-0.0016322247717794616,0.00058525674483522,-0.0016322247717794616,0.003721698877503921,0.002720821148194367,-0.006691858847013282,-0.01143778166876858,0.043226744369901815,0.0,0.060400054960912775
9,0.15302928377057523,0.04527435102755709,0.001408109226886753,-0.012946709031878698,-0.004740092264333202,0.0013792817106877452,0.0004793052061083166,-0.00058525674483522,0.0004793052061083166,0.0013792817106877463,-0.004740092264333202,-0.012946709031878697,0.001408109226886753,0.04527435102755709,0.0,0.06112323500522079
10,0.18687959271817178,0.03835481721072787,0.01319366515450273,0.0009300312761446843,-0.0006112816327973175,-0.005441635038512072,0.0007685466339251707,0.00058525674483522,0.0007685466339251707,-0.005441635038512076,-0.0006112816327973175,0.0009300312761446852,0.01319366515450273,0.03835481721072787,0.0,0.09497354395281735
11,0.212916114923237,0.02383864145435033,0.015044122119056019,0.013360611888231292,0.005012138184014,0.005406326193211123,-0.001864178387503868,-0.00058525674483522,-0.001864178387503868,0.005406326193211127,0.005012138184014,0.01336061188823129,0.015044122119056019,0.023838641454350322,0.0,0.12101006615788254
12,0.12219989083319675,0.00460093039618751,0.005566048283794924,0.005016000395049447,-0.0016193297068524848,-0.0012999434554656958,0.0025905867487898636,0.00058525674483522,0.0025905867487898636,-0.0012999434554656975,-0.0016193297068524848,0.005016000395049445,0.005566048283794924,0.004600930396187506,0.0,0.03029384206784234
13,0.0,-0.01554805135364854,-0.008103373435857139,-0.011128281702968005,-0.0042914686665099615,-0.0037853232182593947,-0.0028038976330165563,-0.00058525674483522,-0.0028038976330165563,-0.0037853232182593977,-0.0042914686665099615,-0.011128281702968002,-0.008103373435857139,-0.015548051353648541,0.0,-0.09190604876535441
