X,Y,Z,Label
85,1,1002.036,XS
85,2,1001.973,XS
85,3,1002.022,XS
85,-1,1002.281,XS
85,-7,1003.079,XS
85,-6,1002.957,XS
85,-5,1002.835,XS
85,-4,1002.658,XS
85,-3,1002.526,XS
85,-2,1002.402,XS
86,0,1002.134,XS
86,1,1002.036,XS
86,2,1001.995,XS
86,3,1002.043,XS
86,-1,1002.297,XS
86,-7,1003.079,XS
86,-6,1002.96,XS
86,-5,1002.839,XS
86,-4,1002.658,XS
86,-3,1002.536,XS
86,-2,1002.416,XS
87,0,1002.134,XS
87,1,1002.042,XS
87,2,1002.001,XS
87,3,1002.048,XS
87,-1,1002.301,XS
87,-7,1003.079,XS
87,-6,1002.96,XS
87,-5,1002.778,XS
87,-4,1002.66,XS
87,-3,1002.539,XS
87,-2,1002.419,XS
88,0,1002.124,XS
88,1,1002.031,XS
88,2,1001.99,XS
88,3,1002.038,XS
88,-1,1002.214,XS
88,-7,1003.079,XS
88,-6,1002.894,XS
88,-5,1002.778,XS
88,-4,1002.656,XS
88,-3,1002.534,XS
88,-2,1002.412,XS
89,0,1002.101,XS
89,1,1002.005,XS
89,2,1001.963,XS
89,3,1002.012,XS
89,-1,1002.214,XS
89,-7,1003.015,XS
89,-6,1002.894,XS
89,-5,1002.77,XS
89,-4,1002.645,XS
89,-3,1002.52,XS
89,-2,1002.306,XS
90,0,1002.063,XS
90,1,1001.964,XS
90,2,1001.915,XS
90,3,1001.971,XS
90,-1,1002.181,XS
90,-7,1003.015,XS
90,-6,1002.887,XS
90,-5,1002.758,XS
90,-4,1002.629,XS
90,-3,1002.402,XS
90,-2,1002.306,XS
91,0,1002.012,XS
91,1,1001.908,XS
91,2,1001.861,XS
91,3,1003.079,XS
91,-1,1002.135,XS
91,-7,1003.012,XS
91,-6,1002.877,XS
91,-5,1002.742,XS
91,-4,1002.606,XS
91,-3,1002.402,XS
91,-2,1002.267,XS
92,0,1001.947,XS
92,1,1001.712,XS
92,2,1001.788,XS
92,3,1003.079,XS
92,-1,1002.078,XS
92,-7,1003.008,XS
92,-6,1002.865,XS
92,-5,1002.722,XS
92,-4,1002.466,XS
92,-3,1002.36,XS
92,-2,1002.217,XS
93,0,1001.87,XS
93,1,1001.712,XS
93,2,1001.699,XS
93,3,1003.079,XS
93,-1,1002.01,XS
93,-7,1003.003,XS
93,-6,1002.851,XS
93,-5,1002.586,XS
93,-4,1002.466,XS
93,-3,1002.311,XS
93,-2,1002.159,XS
94,0,1001.553,XS
94,1,1001.61,XS
94,2,1001.597,XS
94,3,1003.079,XS
94,-1,1001.93,XS
94,-7,1002.997,XS
94,-6,1002.687,XS
94,-5,1002.586,XS
94,-4,1002.42,XS
94,-3,1002.254,XS
94,-2,1002.09,XS
95,0,1001.553,XS
95,1,1001.482,XS
95,2,1001.501,XS
95,3,1003.079,XS
95,-1,1001.763,XS
95,-7,1002.981,XS
95,-6,1002.687,XS
95,-5,1002.493,XS
95,-4,1002.301,XS
95,-3,1002.114,XS
95,-2,1001.933,XS
96,0,1001.388,XS
96,1,1001.358,XS
96,2,1001.419,XS
96,3,1003.079,XS
96,-1,1001.315,XS
96,-7,1002.795,XS
96,-6,1002.61,XS
96,-5,1002.383,XS
96,-4,1002.163,XS
96,-3,1001.953,XS
96,-2,1001.757,XS
97,0,1001.224,XS
97,1,1001.218,XS
97,2,1001.359,XS
97,3,1003.079,XS
97,-1,1001.315,XS
97,-7,1002.795,XS
97,-6,1002.52,XS
97,-5,1002.256,XS
97,-4,1002.005,XS
97,-3,1001.772,XS
97,-2,1001.563,XS
98,0,1001.068,XS
98,1,1001.092,XS
98,2,1001.328,XS
98,3,1003.079,XS
98,-1,1001.12,XS
98,-8,1003.079,XS
98,-7,1002.739,XS
98,-6,1002.414,XS
98,-5,1002.109,XS
98,-4,1001.825,XS
98,-3,1001.57,XS
98,-2,1001.351,XS
99,0,1000.911,XS
99,1,1000.991,XS
99,2,1001.333,XS
99,3,1003.079,XS
99,-1,1000.928,XS
99,-8,1003.079,XS
99,-7,1002.672,XS
99,-6,1002.29,XS
99,-5,1001.939,XS
99,-4,1001.623,XS
99,-3,1001.349,XS
99,-2,1000.818,XS
100,0,1000.762,XS
100,1,1000.925,XS
100,2,1001.38,XS
100,3,1003.079,XS
100,-1,1000.748,XS
100,-8,1003.079,XS
100,-7,1002.592,XS
100,-6,1002.146,XS
100,-5,1001.745,XS
100,-4,1001.397,XS
100,-3,1001.109,XS
100,-2,1000.818,XS
101,0,1000.643,XS
101,1,1000.904,XS
101,2,1001.473,XS
101,3,1003.079,XS
101,-1,1000.578,XS
101,-8,1003.079,XS
101,-7,1002.498,XS
101,-6,1001.979,XS
101,-5,1001.526,XS
101,-4,1001.148,XS
101,-3,1000.854,XS
101,-2,1000.602,XS
102,0,1000.569,XS
102,1,1000.938,XS
102,2,1001.612,XS
102,3,1003.079,XS
102,-1,1000.415,XS
102,-8,1003.079,XS
102,-7,1002.388,XS
102,-6,1001.786,XS
102,-5,1001.281,XS
102,-4,1000.88,XS
102,-3,1000.592,XS
102,-2,1000.404,XS
103,0,1000.554,XS
103,1,1001.034,XS
103,2,1001.793,XS
103,3,1003.079,XS
103,-1,1000.294,XS
103,-8,1003.079,XS
103,-7,1002.257,XS
103,-6,1001.566,XS
103,-5,1001.01,XS
103,-4,1000.595,XS
103,-3,1000.331,XS
103,-2,1000.226,XS
104,0,1000.61,XS
104,1,1001.196,XS
104,2,1002.005,XS
104,3,1003.079,XS
104,-1,1000.233,XS
104,-8,1003.079,XS
104,-7,1002.104,XS
104,-6,1001.315,XS
104,-5,1000.714,XS
104,-4,1000.302,XS
104,-3,1000.083,XS
104,-2,1000.047,XS
105,0,1000.661,XS
105,1,1001.294,XS
105,2,1002.101,XS
105,3,1003.079,XS
105,-1,1000.208,XS
105,-8,1003.079,XS
105,-7,1001.787,XS
105,-6,1000.926,XS
105,-5,1000.342,XS
105,-4,999.996,XS
105,-3,999.867,XS
105,-2,999.879,XS
106,0,1000.71,XS
106,1,1001.362,XS
106,2,1002.154,XS
106,3,1003.079,XS
106,-1,1000.207,XS
106,-8,1003.079,XS
106,-7,1001.384,XS
106,-6,1000.501,XS
106,-5,999.98,XS
106,-4,999.728,XS
106,-3,999.688,XS
106,-2,999.76,XS
107,0,1000.773,XS
107,1,1001.434,XS
107,2,1002.205,XS
107,3,1003.079,XS
107,-1,1000.044,XS
107,-8,1003.079,XS
107,-7,1000.953,XS
107,-6,1000.093,XS
107,-5,999.66,XS
107,-4,999.512,XS
107,-3,999.522,XS
107,-2,999.686,XS
108,0,1000.635,XS
108,1,1001.509,XS
108,2,1002.255,XS
108,3,1003.079,XS
108,-1,1000.044,XS
108,-8,1003.079,XS
108,-7,1000.511,XS
108,-6,999.717,XS
108,-5,999.39,XS
108,-4,999.34,XS
108,-3,999.407,XS
108,-2,999.654,XS
109,0,1000.635,XS
109,1,1001.342,XS
109,2,1002.305,XS
109,3,1003.079,XS
109,-1,1000.099,XS
109,-8,1003.079,XS
109,-7,1000.075,XS
109,-6,999.383,XS
109,-5,999.175,XS
109,-4,999.179,XS
109,-3,999.341,XS
109,-2,999.66,XS
110,0,1000.728,XS
110,1,1001.342,XS
110,2,1002.072,XS
110,3,1002.737,XS
110,-1,1000.176,XS
110,-8,1003.079,XS
110,-7,999.662,XS
110,-6,999.102,XS
110,-5,999.016,XS
110,-4,999.073,XS
110,-3,999.32,XS
110,-2,999.7,XS
111,0,1000.833,XS
111,1,1001.435,XS
111,2,1002.072,XS
111,3,1002.737,XS
111,-1,1000.274,XS
111,-8,1003.079,XS
111,-7,999.284,XS
111,-6,998.877,XS
111,-5,998.86,XS
111,-4,999.019,XS
111,-3,999.342,XS
111,-2,999.771,XS
112,0,1000.946,XS
112,1,1001.532,XS
112,2,1002.139,XS
112,3,1002.762,XS
112,-1,1000.389,XS
112,-8,1003.079,XS
112,-7,998.956,XS
112,-6,998.714,XS
112,-5,998.761,XS
112,-4,999.017,XS
112,-3,999.403,XS
112,-2,999.869,XS
113,0,1001.068,XS
113,1,1001.632,XS
113,2,1002.205,XS
113,3,1002.786,XS
113,-1,1000.519,XS
113,-8,1003.079,XS
113,-7,998.686,XS
113,-6,998.583,XS
113,-5,998.721,XS
113,-4,999.062,XS
113,-3,999.5,XS
113,-2,999.993,XS
114,0,1001.196,XS
114,1,1001.734,XS
114,2,1002.272,XS
114,3,1002.81,XS
114,-1,1000.663,XS
114,-8,1003.079,XS
114,-7,998.482,XS
114,-6,998.476,XS
114,-5,998.739,XS
114,-4,999.153,XS
114,-3,999.63,XS
114,-2,1000.138,XS
115,0,1001.244,XS
115,1,1001.772,XS
115,2,1002.298,XS
115,3,1002.819,XS
115,-1,1000.715,XS
115,-8,1003.079,XS
115,-7,998.355,XS
115,-6,998.396,XS
115,-5,998.723,XS
115,-4,999.173,XS
115,-3,999.67,XS
115,-2,1000.188,XS
116,0,1001.207,XS
116,1,1001.746,XS
116,2,1002.282,XS
116,3,1002.814,XS
116,-1,1000.667,XS
116,-8,1003.079,XS
116,-7,998.26,XS
116,-6,998.302,XS
116,-5,998.635,XS
116,-4,999.094,XS
116,-3,999.601,XS
116,-2,1000.13,XS
117,0,1001.175,XS
117,1,1001.723,XS
117,2,1002.268,XS
117,3,1002.81,XS
117,-1,1000.626,XS
117,-8,1003.079,XS
117,-7,998.179,XS
117,-6,998.222,XS
117,-5,998.56,XS
117,-4,999.027,XS
117,-3,999.543,XS
117,-2,1000.08,XS
118,0,1000.849,XS
118,1,1001.411,XS
118,2,1001.97,XS
118,3,1002.527,XS
118,4,1003.079,XS
118,-1,1000.288,XS
118,-8,1003.079,XS
118,-7,998.112,XS
118,-6,998.062,XS
118,-5,998.253,XS
118,-4,998.682,XS
118,-3,999.19,XS
118,-2,999.732,XS
119,0,1000.849,XS
119,1,1001.411,XS
119,2,1001.97,XS
119,3,1002.527,XS
119,4,1003.079,XS
119,-1,1000.288,XS
119,-7,998.282,XS
119,-6,998.062,XS
119,-5,998.253,XS
119,-4,998.682,XS
119,-3,999.19,XS
119,-2,999.732,XS
120,0,1000.833,XS
120,1,1001.399,XS
120,2,1001.963,XS
120,3,1002.523,XS
120,4,1003.079,XS
120,-1,1000.268,XS
120,-7,998.248,XS
120,-6,998.027,XS
120,-5,998.219,XS
120,-4,998.651,XS
120,-3,999.163,XS
120,-2,999.708,XS
121,0,1000.825,XS
121,1,1001.393,XS
121,2,1001.959,XS
121,3,1002.521,XS
121,4,1003.079,XS
121,-1,1000.258,XS
121,-7,998.23,XS
121,-6,998.008,XS
121,-5,998.201,XS
121,-4,998.635,XS
121,-3,999.148,XS
121,-2,999.696,XS
122,0,1000.824,XS
122,1,1001.392,XS
122,2,1001.958,XS
122,3,1002.521,XS
122,4,1003.079,XS
122,-1,1000.256,XS
122,-7,998.228,XS
122,-6,998.005,XS
122,-5,998.198,XS
122,-4,998.632,XS
122,-3,999.146,XS
122,-2,999.694,XS
123,0,1000.83,XS
123,1,1001.396,XS
123,2,1001.961,XS
123,3,1002.522,XS
123,4,1003.079,XS
123,-1,1000.264,XS
123,-7,998.241,XS
123,-6,998.019,XS
123,-5,998.212,XS
123,-4,998.644,XS
123,-3,999.157,XS
123,-2,999.703,XS
124,0,1000.584,XS
124,1,1001.143,XS
124,2,1001.7,XS
124,3,1002.525,XS
124,4,1003.079,XS
124,-1,1000.029,XS
124,-7,998.269,XS
124,-6,998.049,XS
124,-5,998.138,XS
124,-4,998.483,XS
124,-3,998.957,XS
124,-2,999.482,XS
125,0,1000.584,XS
125,1,1001.143,XS
125,2,1001.7,XS
125,3,1002.265,XS
125,4,1002.809,XS
125,-2,999.482,XS
125,-7,1003.079,XS
125,-6,998.095,XS
125,-5,998.138,XS
125,-4,998.483,XS
125,-3,998.957,XS
125,-1,1000.029,XS
126,0,1000.615,XS
126,1,1001.167,XS
126,2,1001.717,XS
126,3,1002.265,XS
126,4,1002.809,XS
126,-2,999.527,XS
126,-7,1003.079,XS
126,-6,998.156,XS
126,-5,998.199,XS
126,-4,998.539,XS
126,-3,999.008,XS
126,-1,1000.066,XS
127,0,1000.654,XS
127,1,1001.196,XS
127,2,1001.738,XS
127,3,1002.277,XS
127,4,1002.813,XS
127,-2,999.582,XS
127,-7,1003.079,XS
127,-6,998.233,XS
127,-5,998.275,XS
127,-4,998.61,XS
127,-3,999.072,XS
127,-1,1000.113,XS
128,0,1000.699,XS
128,1,1001.232,XS
128,2,1001.763,XS
128,3,1002.293,XS
128,4,1002.818,XS
128,-2,999.648,XS
128,-7,1003.079,XS
128,-6,998.324,XS
128,-5,998.366,XS
128,-4,998.694,XS
128,-3,999.147,XS
128,-1,1000.169,XS
129,0,1000.284,XS
129,1,1001.227,XS
129,2,1001.758,XS
129,3,1002.288,XS
129,4,1002.792,XS
129,-2,999.292,XS
129,-7,1003.079,XS
129,-6,998.437,XS
129,-5,998.454,XS
129,-4,998.593,XS
129,-3,998.879,XS
129,-1,999.769,XS
130,0,1000.284,XS
130,1,1000.691,XS
130,2,1001.261,XS
130,3,1001.852,XS
130,4,1002.459,XS
130,5,1003.079,XS
130,-2,999.292,XS
130,-7,1003.079,XS
130,-6,998.679,XS
130,-5,998.543,XS
130,-4,998.593,XS
130,-3,998.879,XS
130,-1,999.769,XS
131,0,1000.15,XS
131,1,1000.691,XS
131,2,1001.261,XS
131,3,1001.852,XS
131,4,1002.459,XS
131,5,1003.079,XS
131,-2,999.207,XS
131,-6,999.003,XS
131,-5,998.702,XS
131,-4,998.677,XS
131,-3,998.858,XS
131,-1,999.649,XS
132,0,1000.035,XS
132,1,1000.572,XS
132,2,1001.153,XS
132,3,1001.768,XS
132,4,1002.412,XS
132,5,1003.079,XS
132,-2,999.163,XS
132,-6,999.381,XS
132,-5,998.926,XS
132,-4,998.824,XS
132,-3,998.891,XS
132,-1,999.558,XS
133,0,999.943,XS
133,1,1000.465,XS
133,2,1001.05,XS
133,3,1001.686,XS
133,4,1002.364,XS
133,5,1003.079,XS
133,-2,999.143,XS
133,-6,999.801,XS
133,-5,999.21,XS
133,-4,998.968,XS
133,-3,998.98,XS
133,-1,999.5,XS
134,0,999.648,XS
134,1,1000.052,XS
134,2,1000.954,XS
134,3,1001.605,XS
134,4,1002.316,XS
134,5,1003.079,XS
134,-2,999.143,XS
134,-6,1000.246,XS
134,-5,999.965,XS
134,-4,999.303,XS
134,-3,999.125,XS
134,-1,999.382,XS
135,0,999.648,XS
135,1,1000.052,XS
135,2,1000.5,XS
135,3,1001.106,XS
135,4,1001.822,XS
135,5,1002.607,XS
135,-2,999.291,XS
135,-6,1003.079,XS
135,-5,1000.398,XS
135,-4,999.625,XS
135,-3,999.327,XS
135,-1,999.382,XS
136,0,999.671,XS
136,1,1000.017,XS
136,2,1000.5,XS
136,3,1001.106,XS
136,4,1001.822,XS
136,5,1002.607,XS
136,-2,999.463,XS
136,-6,1003.079,XS
136,-5,1000.841,XS
136,-4,999.993,XS
136,-3,999.585,XS
136,-1,999.486,XS
137,0,999.735,XS
137,1,1000.01,XS
137,2,1000.448,XS
137,3,1001.033,XS
137,4,1001.756,XS
137,5,1002.577,XS
137,-2,999.667,XS
137,-6,1003.079,XS
137,-5,1001.277,XS
137,-4,1000.395,XS
137,-3,999.893,XS
137,-1,999.639,XS
138,0,999.843,XS
138,1,1000.037,XS
138,2,1000.416,XS
138,3,1000.969,XS
138,-2,999.923,XS
138,-6,1003.079,XS
138,-5,1001.948,XS
138,-4,1001.211,XS
138,-3,1000.499,XS
138,-1,999.819,XS
139,0,1003.079,XS
139,1,1003.079,XS
139,-2,1003.079,XS
139,-5,1002.276,XS
139,-4,1003.079,XS
139,-3,1003.079,XS
139,-1,1003.079,XS
-1,5,1003.079,RB
-1,4,1003.079,RB
0,5,1003.079,RB
1,5,1003.079,RB
2,6,1003.079,RB
3,6,1003.079,RB
4,6,1003.079,RB
5,6,1003.079,RB
6,6,1003.079,RB
7,6,1003.079,RB
8,6,1003.079,RB
9,6,1003.079,RB
10,6,1003.079,RB
11,6,1003.079,RB
12,6,1003.079,RB
13,6,1003.079,RB
14,6,1003.079,RB
15,7,1003.079,RB
16,7,1003.079,RB
17,7,1003.079,RB
18,7,1003.079,RB
19,7,1003.079,RB
20,7,1003.079,RB
21,7,1003.079,RB
22,7,1003.079,RB
23,7,1003.079,RB
24,7,1003.079,RB
25,7,1003.079,RB
26,7,1003.079,RB
27,7,1003.079,RB
28,8,1003.079,RB
29,8,1003.079,RB
30,8,1003.079,RB
31,8,1003.079,RB
32,8,1003.079,RB
33,8,1003.079,RB
34,8,1003.079,RB
35,8,1003.079,RB
36,8,1003.079,RB
37,8,1003.079,RB
38,8,1003.079,RB
39,8,1003.079,RB
40,8,1003.079,RB
41,8,1003.079,RB
42,8,1003.079,RB
43,8,1003.079,RB
44,8,1003.079,RB
45,8,1003.079,RB
46,8,1003.079,RB
47,8,1003.079,RB
48,8,1003.079,RB
49,7,1003.079,RB
50,7,1003.079,RB
51,7,1003.079,RB
52,7,1003.079,RB
53,7,1003.079,RB
54,7,1003.079,RB
55,7,1003.079,RB
56,7,1003.079,RB
57,7,1003.079,RB
58,7,1003.079,RB
59,7,1003.079,RB
60,7,1003.079,RB
61,6,1003.079,RB
62,6,1003.079,RB
63,6,1003.079,RB
64,6,1003.079,RB
65,6,1003.079,RB
66,6,1003.079,RB
67,6,1003.079,RB
68,6,1003.079,RB
69,5,1003.079,RB
70,5,1003.079,RB
71,5,1003.079,RB
72,5,1003.079,RB
73,5,1003.079,RB
74,5,1003.079,RB
75,5,1003.079,RB
76,4,1003.079,RB
77,4,1003.079,RB
78,4,1003.079,RB
79,4,1003.079,RB
80,4,1003.079,RB
81,4,1003.079,RB
82,4,1003.079,RB
83,4,1003.079,RB
84,4,1003.079,RB
85,3,1003.079,RB
86,3,1003.079,RB
87,3,1003.079,RB
88,3,1003.079,RB
89,3,1003.079,RB
90,3,1003.079,RB
91,3,1003.079,RB
92,3,1003.079,RB
93,3,1003.079,RB
94,3,1003.079,RB
95,3,1003.079,RB
96,3,1003.079,RB
97,3,1003.079,RB
98,3,1003.079,RB
99,3,1003.079,RB
100,3,1003.079,RB
101,3,1003.079,RB
102,3,1003.079,RB
103,3,1003.079,RB
104,3,1003.079,RB
105,3,1003.079,RB
106,3,1003.079,RB
107,3,1003.079,RB
108,3,1003.079,RB
109,3,1003.079,RB
110,3,1003.079,RB
111,3,1003.079,RB
112,3,1003.079,RB
113,3,1003.079,RB
114,3,1003.079,RB
115,3,1003.079,RB
116,3,1003.079,RB
117,3,1003.079,RB
118,4,1003.079,RB
119,4,1003.079,RB
120,4,1003.079,RB
121,4,1003.079,RB
122,4,1003.079,RB
123,4,1003.079,RB
124,4,1003.079,RB
125,4,1003.079,RB
126,4,1003.079,RB
127,4,1003.079,RB
128,4,1003.079,RB
129,4,1003.079,RB
130,5,1003.079,RB
131,5,1003.079,RB
132,5,1003.079,RB
133,5,1003.079,RB
134,5,1003.079,RB
135,5,1003.079,RB
136,5,1003.079,RB
137,5,1003.079,RB
137,4,1003.079,RB
138,3,1003.079,RB
0,-2,1003.079,RB
1,-5,1003.079,RB
1,-4,1003.079,RB
1,-3,1003.079,RB
2,-5,1003.079,RB
3,-5,1003.079,RB
4,-5,1003.079,RB
5,-5,1003.079,RB
6,-5,1003.079,RB
7,-4,1003.079,RB
8,-4,1003.079,RB
9,-4,1003.079,RB
10,-4,1003.079,RB
11,-4,1003.079,RB
12,-4,1003.079,RB
13,-4,1003.079,RB
14,-4,1003.079,RB
15,-3,1003.079,RB
16,-3,1003.079,RB
17,-3,1003.079,RB
18,-3,1003.079,RB
19,-3,1003.079,RB
20,-3,1003.079,RB
21,-3,1003.079,RB
22,-3,1003.079,RB
23,-3,1003.079,RB
24,-3,1003.079,RB
25,-3,1003.079,RB
26,-3,1003.079,RB
27,-3,1003.079,RB
28,-3,1003.079,RB
29,-3,1003.079,RB
30,-3,1003.079,RB
31,-3,1003.079,RB
32,-3,1003.079,RB
33,-3,1003.079,RB
34,-3,1003.079,RB
35,-3,1003.079,RB
36,-3,1003.079,RB
37,-3,1003.079,RB
38,-3,1003.079,RB
39,-3,1003.079,RB
40,-3,1003.079,RB
41,-3,1003.079,RB
42,-3,1003.079,RB
43,-3,1003.079,RB
44,-3,1003.079,RB
45,-3,1003.079,RB
46,-3,1003.079,RB
47,-3,1003.079,RB
48,-3,1003.079,RB
49,-3,1003.079,RB
50,-4,1003.079,RB
51,-4,1003.079,RB
52,-4,1003.079,RB
53,-4,1003.079,RB
54,-4,1003.079,RB
55,-4,1003.079,RB
56,-4,1003.079,RB
57,-4,1003.079,RB
58,-4,1003.079,RB
59,-4,1003.079,RB
60,-4,1003.079,RB
61,-5,1003.079,RB
62,-5,1003.079,RB
63,-5,1003.079,RB
64,-5,1003.079,RB
65,-5,1003.079,RB
66,-5,1003.079,RB
67,-5,1003.079,RB
68,-5,1003.079,RB
69,-5,1003.079,RB
70,-5,1003.079,RB
71,-5,1003.079,RB
72,-6,1003.079,RB
73,-6,1003.079,RB
74,-6,1003.079,RB
75,-6,1003.079,RB
76,-6,1003.079,RB
77,-6,1003.079,RB
78,-6,1003.079,RB
79,-6,1003.079,RB
80,-6,1003.079,RB
81,-6,1003.079,RB
82,-6,1003.079,RB
83,-6,1003.079,RB
84,-7,1003.079,RB
85,-7,1003.079,RB
86,-7,1003.079,RB
87,-7,1003.079,RB
88,-7,1003.079,RB
89,-7,1003.079,RB
90,-7,1003.079,RB
91,-7,1003.079,RB
92,-7,1003.079,RB
93,-7,1003.079,RB
94,-7,1003.079,RB
95,-7,1003.079,RB
96,-7,1003.079,RB
97,-7,1003.079,RB
98,-8,1003.079,RB
99,-8,1003.079,RB
100,-8,1003.079,RB
101,-8,1003.079,RB
102,-8,1003.079,RB
103,-8,1003.079,RB
104,-8,1003.079,RB
105,-8,1003.079,RB
106,-8,1003.079,RB
107,-8,1003.079,RB
108,-8,1003.079,RB
109,-8,1003.079,RB
110,-8,1003.079,RB
111,-8,1003.079,RB
112,-8,1003.079,RB
113,-8,1003.079,RB
114,-8,1003.079,RB
115,-8,1003.079,RB
116,-8,1003.079,RB
117,-8,1003.079,RB
118,-8,1003.079,RB
119,-7,1003.079,RB
120,-7,1003.079,RB
121,-7,1003.079,RB
122,-7,1003.079,RB
123,-7,1003.079,RB
124,-7,1003.079,RB
125,-7,1003.079,RB
126,-7,1003.079,RB
127,-7,1003.079,RB
128,-7,1003.079,RB
129,-7,1003.079,RB
130,-7,1003.079,RB
131,-6,1003.079,RB
132,-6,1003.079,RB
133,-6,1003.079,RB
134,-6,1003.079,RB
135,-6,1003.079,RB
136,-6,1003.079,RB
137,-6,1003.079,RB
138,-6,1003.079,RB
139,-5,1003.079,RB
139,-4,1003.079,RB
139,-3,1003.079,RB
0,3,1005.0,VL
1,3,1005.0,VL
2,3,1005.0,VL
3,3,1005.0,VL
4,3,1005.0,VL
5,3,1005.0,VL
6,4,1005.0,VL
7,4,1005.0,VL
8,4,1005.0,VL
9,4,1005.0,VL
10,4,1005.0,VL
11,4,1005.0,VL
12,4,1005.0,VL
13,4,1005.0,VL
14,4,1005.0,VL
15,4,1005.0,VL
16,4,1005.0,VL
17,4,1005.0,VL
18,4,1005.0,VL
19,5,1005.0,VL
20,5,1005.0,VL
21,5,1005.0,VL
22,5,1005.0,VL
23,5,1005.0,VL
24,5,1005.0,VL
25,5,1005.0,VL
26,5,1005.0,VL
27,5,1005.0,VL
28,5,1005.0,VL
29,5,1005.0,VL
30,5,1005.0,VL
31,5,1005.0,VL
32,5,1005.0,VL
33,5,1005.0,VL
34,5,1005.0,VL
35,5,1005.0,VL
36,5,1005.0,VL
37,5,1005.0,VL
38,5,1005.0,VL
39,5,1005.0,VL
40,5,1005.0,VL
41,5,1005.0,VL
42,5,1005.0,VL
43,5,1005.0,VL
44,5,1005.0,VL
45,5,1005.0,VL
46,5,1005.0,VL
47,5,1005.0,VL
48,5,1005.0,VL
49,5,1005.0,VL
50,5,1005.0,VL
51,4,1005.0,VL
52,4,1005.0,VL
53,4,1005.0,VL
54,4,1005.0,VL
55,4,1005.0,VL
56,4,1005.0,VL
57,4,1005.0,VL
58,4,1005.0,VL
59,4,1005.0,VL
60,4,1005.0,VL
61,4,1005.0,VL
62,4,1005.0,VL
63,4,1005.0,VL
64,4,1005.0,VL
65,3,1005.0,VL
66,3,1005.0,VL
67,3,1005.0,VL
68,3,1005.0,VL
69,3,1005.0,VL
70,3,1005.0,VL
71,3,1005.0,VL
72,3,1005.0,VL
73,3,1005.0,VL
74,3,1005.0,VL
75,3,1005.0,VL
76,2,1005.0,VL
77,2,1005.0,VL
78,2,1005.0,VL
79,2,1005.0,VL
80,2,1005.0,VL
81,2,1005.0,VL
82,2,1005.0,VL
83,2,1005.0,VL
84,2,1005.0,VL
85,2,1005.0,VL
86,2,1005.0,VL
87,2,1005.0,VL
88,2,1005.0,VL
89,1,1005.0,VL
90,1,1005.0,VL
91,1,1005.0,VL
92,1,1005.0,VL
93,1,1005.0,VL
94,1,1005.0,VL
95,1,1005.0,VL
96,1,1005.0,VL
97,1,1005.0,VL
98,1,1005.0,VL
99,1,1005.0,VL
100,1,1005.0,VL
101,1,1005.0,VL
102,1,1005.0,VL
103,1,1005.0,VL
104,1,1005.0,VL
105,1,1005.0,VL
106,1,1005.0,VL
107,1,1005.0,VL
108,1,1005.0,VL
109,1,1005.0,VL
110,1,1005.0,VL
111,1,1005.0,VL
112,1,1005.0,VL
113,1,1005.0,VL
114,1,1005.0,VL
115,1,1005.0,VL
116,1,1005.0,VL
117,1,1005.0,VL
118,1,1005.0,VL
119,1,1005.0,VL
120,2,1005.0,VL
121,2,1005.0,VL
122,2,1005.0,VL
123,2,1005.0,VL
124,2,1005.0,VL
125,2,1005.0,VL
126,2,1005.0,VL
127,2,1005.0,VL
128,2,1005.0,VL
129,2,1005.0,VL
130,2,1005.0,VL
131,2,1005.0,VL
132,2,1005.0,VL
133,2,1005.0,VL
134,3,1005.0,VL
135,3,1005.0,VL
136,3,1005.0,VL
137,3,1005.0,VL
138,3,1005.0,VL
0,5,1005.0,VL
1,5,1005.0,VL
2,5,1005.0,VL
3,5,1005.0,VL
4,5,1005.0,VL
5,5,1005.0,VL
6,5,1005.0,VL
7,5,1005.0,VL
8,5,1005.0,VL
9,5,1005.0,VL
10,5,1005.0,VL
11,5,1005.0,VL
12,5,1005.0,VL
13,5,1005.0,VL
14,5,1005.0,VL
15,5,1005.0,VL
16,5,1005.0,VL
17,5,1005.0,VL
18,5,1005.0,VL
19,5,1005.0,VL
20,5,1005.0,VL
21,5,1005.0,VL
22,5,1005.0,VL
23,5,1005.0,VL
24,5,1005.0,VL
25,5,1005.0,VL
26,5,1005.0,VL
27,5,1005.0,VL
28,5,1005.0,VL
29,5,1005.0,VL
30,5,1005.0,VL
31,5,1005.0,VL
32,5,1005.0,VL
33,5,1005.0,VL
34,5,1005.0,VL
35,5,1005.0,VL
36,5,1005.0,VL
37,5,1005.0,VL
38,5,1005.0,VL
39,5,1005.0,VL
40,5,1005.0,VL
41,5,1005.0,VL
42,5,1005.0,VL
43,5,1005.0,VL
44,5,1005.0,VL
45,5,1005.0,VL
46,5,1005.0,VL
47,5,1005.0,VL
48,5,1005.0,VL
49,5,1005.0,VL
50,5,1005.0,VL
51,5,1005.0,VL
52,5,1005.0,VL
53,5,1005.0,VL
54,5,1005.0,VL
55,5,1005.0,VL
56,5,1005.0,VL
57,5,1005.0,VL
58,5,1005.0,VL
59,5,1005.0,VL
60,5,1005.0,VL
61,5,1005.0,VL
62,5,1005.0,VL
63,5,1005.0,VL
64,5,1005.0,VL
65,5,1005.0,VL
66,5,1005.0,VL
67,5,1005.0,VL
68,5,1005.0,VL
