X,Y,Z,Label
99,-2.43,1001.23,CL
100,-2.454,1000.991,CL
101,-2.473,1000.743,CL
102,-2.487,1000.495,CL
103,-2.496,1000.258,CL
104,-2.5,1000.047,CL
105,-2.499,999.879,CL
106,-2.492,999.76,CL
107,-2.481,999.686,CL
108,-2.464,999.654,CL
109,-2.443,999.66,CL
110,-2.416,999.7,CL
111,-2.385,999.771,CL
112,-2.348,999.869,CL
113,-2.307,999.993,CL
114,-2.261,1000.138,CL
115,-2.211,1000.188,CL
116,-2.156,1000.13,CL
117,-2.096,1000.08,CL
118,-2.032,1000.04,CL
119,-1.965,1000.009,CL
120,-1.893,999.987,CL
121,-1.817,999.976,CL
122,-1.738,999.974,CL
123,-1.655,999.982,CL
124,-1.568,1000.001,CL
125,-1.479,1000.029,CL
126,-1.386,1000.066,CL
127,-1.291,1000.113,CL
128,-1.192,1000.169,CL
129,-1.092,1000.174,CL
130,-0.989,1000.023,CL
131,-0.884,999.893,CL
132,-0.778,999.788,CL
133,-0.67,999.71,CL
134,-0.56,999.662,CL
135,-0.45,999.648,CL
136,-0.338,999.671,CL
137,-0.226,999.735,CL
138,-0.113,999.843,CL
139,-0.0,999.843,CL
-1,3,1003.079,XS
-1,4,1003.079,XS
-1,5,1002.544,XS
0,0,1000.0,XS
0,1,1000.102,XS
0,2,1000.274,XS
0,3,1000.916,XS
0,4,1001.628,XS
0,5,1002.365,XS
0,-1,1000.102,XS
0,-2,1000.407,XS
1,0,1000.203,XS
1,1,1000.181,XS
1,2,1000.274,XS
1,3,1000.562,XS
1,4,1000.958,XS
1,5,1002.185,XS
1,-2,1000.712,XS
1,-5,1002.544,XS
1,-4,1001.846,XS
1,-3,1001.204,XS
1,-1,1000.375,XS
2,0,1000.436,XS
2,1,1000.361,XS
2,2,1000.382,XS
2,3,1000.562,XS
2,4,1000.958,XS
2,5,1001.506,XS
2,6,1003.079,XS
2,-2,1001.0,XS
2,-5,1002.633,XS
2,-4,1002.034,XS
2,-3,1001.463,XS
2,-1,1000.654,XS
3,0,1000.684,XS
3,1,1000.554,XS
3,2,1000.537,XS
3,3,1000.623,XS
3,4,1000.91,XS
3,5,1001.506,XS
3,6,1003.079,XS
3,-2,1001.267,XS
3,-5,1003.079,XS
3,-4,1002.473,XS
3,-3,1001.935,XS
3,-1,1000.927,XS
4,0,1000.933,XS
4,1,1000.767,XS
4,2,1000.71,XS
4,3,1000.733,XS
4,4,1000.919,XS
4,5,1001.402,XS
4,6,1003.079,XS
4,-2,1001.695,XS
4,-5,1003.079,XS
4,-4,1002.571,XS
4,-3,1002.108,XS
4,-1,1001.34,XS
5,0,1001.294,XS
5,1,1000.989,XS
5,2,1000.887,XS
5,3,1000.877,XS
5,4,1000.976,XS
5,5,1001.345,XS
5,6,1003.079,XS
5,-2,1001.895,XS
5,-5,1003.079,XS
5,-4,1002.654,XS
5,-3,1002.258,XS
5,-1,1001.572,XS
6,0,1001.521,XS
6,1,1001.301,XS
6,2,1001.134,XS
6,3,1001.037,XS
6,4,1001.07,XS
6,5,1001.33,XS
6,6,1003.079,XS
6,-2,1002.071,XS
6,-5,1003.079,XS
6,-4,1002.863,XS
6,-3,1002.387,XS
6,-1,1001.78,XS
7,0,1001.728,XS
7,1,1001.516,XS
7,2,1001.341,XS
7,3,1001.22,XS
7,4,1001.19,XS
7,5,1001.338,XS
7,6,1003.079,XS
7,-2,1002.224,XS
7,-4,1002.899,XS
7,-3,1002.639,XS
7,-1,1001.966,XS
8,0,1001.914,XS
8,1,1001.715,XS
8,2,1001.539,XS
8,3,1001.4,XS
8,4,1001.328,XS
8,5,1001.338,XS
8,6,1001.621,XS
8,-2,1002.473,XS
8,-4,1002.955,XS
8,-3,1002.711,XS
8,-1,1002.241,XS
9,0,1002.175,XS
9,1,1001.895,XS
9,2,1001.724,XS
9,3,1001.577,XS
9,4,1001.475,XS
9,5,1001.457,XS
9,6,1001.621,XS
9,-2,1002.57,XS
9,-4,1002.976,XS
9,-3,1002.772,XS
9,-1,1002.37,XS
10,0,1002.309,XS
10,1,1002.14,XS
10,2,1001.895,XS
10,3,1001.745,XS
10,4,1001.623,XS
10,5,1001.578,XS
10,6,1001.657,XS
10,-2,1002.652,XS
10,-4,1003.079,XS
10,-3,1002.823,XS
10,-1,1002.48,XS
11,0,1002.379,XS
11,1,1002.223,XS
11,2,1002.07,XS
11,3,1001.854,XS
11,4,1001.734,XS
11,5,1001.681,XS
11,6,1001.742,XS
11,-2,1002.692,XS
11,-4,1003.079,XS
11,-3,1002.925,XS
11,-1,1002.536,XS
12,0,1002.425,XS
12,1,1002.279,XS
12,2,1002.136,XS
12,3,1001.998,XS
12,4,1001.822,XS
12,5,1001.772,XS
12,6,1001.829,XS
12,-2,1002.79,XS
12,-4,1003.079,XS
12,-3,1002.935,XS
12,-1,1002.571,XS
13,0,1002.463,XS
13,1,1002.326,XS
13,2,1002.191,XS
13,3,1002.062,XS
13,4,1001.945,XS
13,5,1001.849,XS
13,6,1001.903,XS
13,-2,1002.807,XS
13,-4,1003.079,XS
13,-3,1002.943,XS
13,-1,1002.67,XS
14,0,1002.559,XS
14,1,1002.364,XS
14,2,1002.236,XS
14,3,1002.113,XS
14,4,1002.001,XS
14,5,1001.921,XS
14,6,1001.91,XS
14,-2,1002.821,XS
14,-4,1003.079,XS
14,-3,1002.95,XS
14,-1,1002.69,XS
15,0,1002.58,XS
15,1,1002.454,XS
15,2,1002.269,XS
15,3,1002.151,XS
15,4,1002.044,XS
15,5,1001.966,XS
15,6,1001.956,XS
15,7,1003.079,XS
15,-2,1002.831,XS
15,-3,1002.955,XS
15,-1,1002.706,XS
16,0,1002.593,XS
16,1,1002.471,XS
16,2,1002.35,XS
16,3,1002.175,XS
16,4,1002.071,XS
16,5,1001.996,XS
16,6,1001.986,XS
16,7,1003.079,XS
16,-2,1002.837,XS
16,-3,1003.019,XS
16,-1,1002.716,XS
17,0,1002.599,XS
17,1,1002.479,XS
17,2,1002.359,XS
17,3,1002.243,XS
17,4,1002.084,XS
17,5,1002.009,XS
17,6,1002.0,XS
17,7,1003.079,XS
17,-2,1002.9,XS
17,-3,1003.02,XS
17,-1,1002.72,XS
18,0,1002.598,XS
18,1,1002.477,XS
18,2,1002.357,XS
18,3,1002.241,XS
18,4,1002.131,XS
18,5,1002.007,XS
18,6,1001.988,XS
18,7,1003.079,XS
18,-2,1002.9,XS
18,-3,1003.019,XS
18,-1,1002.78,XS
19,0,1002.651,XS
19,1,1002.467,XS
19,2,1002.345,XS
19,3,1002.226,XS
19,4,1002.114,XS
19,5,1002.02,XS
19,6,1001.978,XS
19,7,1001.993,XS
19,-2,1002.897,XS
19,-3,1003.018,XS
19,-1,1002.774,XS
20,0,1002.638,XS
20,1,1002.511,XS
20,2,1002.321,XS
20,3,1002.199,XS
20,4,1002.084,XS
20,5,1001.987,XS
20,6,1001.943,XS
20,7,1001.993,XS
20,-2,1002.891,XS
20,-3,1003.016,XS
20,-1,1002.765,XS
21,0,1002.618,XS
21,1,1002.485,XS
21,2,1002.287,XS
21,3,1002.159,XS
21,4,1002.039,XS
21,5,1001.938,XS
21,6,1001.893,XS
21,7,1001.945,XS
21,-2,1002.883,XS
21,-3,1003.014,XS
21,-1,1002.751,XS
22,0,1002.592,XS
22,1,1002.452,XS
22,2,1002.312,XS
22,3,1002.108,XS
22,4,1001.981,XS
22,5,1001.874,XS
22,6,1001.826,XS
22,7,1001.881,XS
22,-2,1002.872,XS
22,-3,1003.079,XS
22,-1,1002.732,XS
23,0,1002.561,XS
23,1,1002.411,XS
23,2,1002.263,XS
23,3,1002.117,XS
23,4,1001.91,XS
23,5,1001.796,XS
23,6,1001.745,XS
23,7,1001.804,XS
23,-2,1002.932,XS
23,-3,1003.079,XS
23,-1,1002.71,XS
24,0,1002.524,XS
24,1,1002.364,XS
24,2,1002.205,XS
24,3,1002.048,XS
24,4,1001.897,XS
24,5,1001.705,XS
24,6,1001.65,XS
24,7,1001.713,XS
24,-2,1002.922,XS
24,-3,1003.079,XS
24,-1,1002.684,XS
25,0,1002.452,XS
25,1,1002.274,XS
25,2,1002.099,XS
25,3,1001.93,XS
25,4,1001.771,XS
25,5,1001.58,XS
25,6,1001.431,XS
25,7,1001.64,XS
25,-2,1002.9,XS
25,-3,1003.079,XS
25,-1,1002.72,XS
26,0,1002.337,XS
26,1,1002.134,XS
26,2,1001.94,XS
26,3,1001.758,XS
26,4,1001.596,XS
26,5,1001.471,XS
26,6,1001.42,XS
26,7,1001.386,XS
26,-2,1002.863,XS
26,-3,1003.079,XS
26,-1,1002.65,XS
27,0,1002.203,XS
27,1,1001.974,XS
27,2,1001.761,XS
27,3,1001.569,XS
27,4,1001.411,XS
27,5,1001.306,XS
27,6,1001.286,XS
27,7,1001.386,XS
27,-2,1002.82,XS
27,-3,1003.079,XS
27,-1,1002.567,XS
28,0,1002.185,XS
28,1,1001.793,XS
28,2,1001.562,XS
28,3,1001.366,XS
28,4,1001.218,XS
28,5,1001.145,XS
28,6,1001.152,XS
28,7,1001.339,XS
28,8,1003.079,XS
28,-2,1002.768,XS
28,-3,1003.079,XS
28,-1,1002.469,XS
29,0,1002.027,XS
29,1,1001.59,XS
29,2,1001.345,XS
29,3,1001.15,XS
29,4,1001.023,XS
29,5,1000.994,XS
29,6,1001.038,XS
29,7,1001.325,XS
29,8,1003.079,XS
29,-2,1002.707,XS
29,-3,1003.079,XS
29,-1,1002.355,XS
30,0,1001.845,XS
30,1,1001.512,XS
30,2,1001.112,XS
30,3,1000.929,XS
30,4,1000.836,XS
30,5,1000.833,XS
30,6,1000.953,XS
30,7,1001.351,XS
30,8,1003.079,XS
30,-2,1002.634,XS
30,-3,1003.079,XS
30,-1,1002.221,XS
31,0,1001.639,XS
31,1,1001.275,XS
31,2,1000.868,XS
31,3,1000.709,XS
31,4,1000.665,XS
31,5,1000.698,XS
31,6,1000.908,XS
31,7,1001.421,XS
31,8,1003.079,XS
31,-2,1002.547,XS
31,-3,1003.079,XS
31,-1,1002.066,XS
32,0,1001.407,XS
32,1,1001.016,XS
32,2,1000.618,XS
32,3,1000.5,XS
32,4,1000.492,XS
32,5,1000.6,XS
32,6,1000.914,XS
32,7,1001.537,XS
32,8,1003.079,XS
32,-2,1002.445,XS
32,-3,1003.079,XS
32,-1,1001.886,XS
33,0,1001.148,XS
33,1,1000.739,XS
33,2,1000.374,XS
33,3,1000.316,XS
33,4,1000.348,XS
33,5,1000.553,XS
33,6,1000.978,XS
33,7,1001.698,XS
33,8,1003.079,XS
33,-2,1002.325,XS
33,-3,1003.079,XS
33,-1,1001.68,XS
34,0,1000.864,XS
34,1,1000.449,XS
34,2,1000.148,XS
34,3,1000.137,XS
34,4,1000.255,XS
34,5,1000.572,XS
34,6,1001.107,XS
34,7,1001.896,XS
34,8,1003.079,XS
34,-2,1002.183,XS
34,-3,1003.079,XS
34,-1,1001.444,XS
35,0,1000.536,XS
35,1,1000.148,XS
35,2,999.957,XS
35,3,999.994,XS
35,4,1000.22,XS
35,5,1000.643,XS
35,6,1001.262,XS
35,7,1002.075,XS
35,8,1003.079,XS
35,-2,1001.973,XS
35,-3,1003.079,XS
35,-1,1001.14,XS
36,0,1000.156,XS
36,1,999.856,XS
36,2,999.777,XS
36,3,999.898,XS
36,4,1000.204,XS
36,5,1000.684,XS
36,6,1001.327,XS
36,7,1002.128,XS
36,8,1003.079,XS
36,-2,1001.59,XS
36,-3,1003.079,XS
36,-1,1000.712,XS
37,0,999.814,XS
37,1,999.613,XS
37,2,999.598,XS
37,3,999.844,XS
37,4,1000.218,XS
37,5,1000.74,XS
37,6,1001.397,XS
37,7,1002.18,XS
37,8,1003.079,XS
37,-2,1001.171,XS
37,-3,1003.079,XS
37,-1,1000.294,XS
38,0,999.519,XS
38,1,999.368,XS
38,2,999.459,XS
38,3,999.827,XS
38,4,1000.257,XS
38,5,1000.81,XS
38,6,1001.471,XS
38,7,1002.23,XS
38,8,1003.079,XS
38,-2,1000.732,XS
38,-3,1003.079,XS
38,-1,999.9,XS
39,0,999.119,XS
39,1,999.253,XS
39,2,999.492,XS
39,3,999.845,XS
39,4,1000.318,XS
39,5,1000.89,XS
39,6,1001.548,XS
39,7,1002.28,XS
39,8,1003.079,XS
39,-2,1000.291,XS
39,-3,1003.079,XS
39,-1,999.544,XS
40,0,999.089,XS
40,1,999.201,XS
40,2,999.485,XS
40,3,999.893,XS
40,4,1000.398,XS
40,5,1000.98,XS
40,6,1001.627,XS
40,7,1002.329,XS
40,8,1003.079,XS
40,-2,999.139,XS
40,-3,1003.079,XS
40,-1,998.932,XS
41,0,998.958,XS
41,1,999.165,XS
41,2,999.517,XS
41,3,999.968,XS
41,4,1000.494,XS
41,5,1001.078,XS
41,6,1001.708,XS
41,7,1002.377,XS
41,8,1003.079,XS
41,-2,999.139,XS
41,-3,999.698,XS
41,-1,998.932,XS
42,0,998.884,XS
42,1,999.176,XS
42,2,999.583,XS
42,3,1000.066,XS
42,4,1000.604,XS
42,5,1001.182,XS
42,6,1001.791,XS
42,7,1002.425,XS
42,8,1003.079,XS
42,-2,998.87,XS
42,-3,999.698,XS
42,-1,998.788,XS
43,0,998.865,XS
43,1,999.23,XS
43,2,999.681,XS
43,3,1000.186,XS
43,4,1000.726,XS
43,5,1001.292,XS
43,6,1001.875,XS
43,7,1002.472,XS
43,8,1003.079,XS
43,-2,998.662,XS
43,-3,999.287,XS
43,-1,998.656,XS
44,0,998.899,XS
44,1,999.324,XS
44,2,999.808,XS
44,3,1000.324,XS
44,4,1000.859,XS
44,5,1001.406,XS
44,6,1001.96,XS
44,7,1002.518,XS
44,8,1003.079,XS
44,-2,998.521,XS
44,-3,998.922,XS
44,-1,998.588,XS
45,0,998.984,XS
45,1,999.457,XS
45,2,999.961,XS
45,3,1000.479,XS
45,4,1001.001,XS
45,5,1001.525,XS
45,6,1002.046,XS
45,7,1002.564,XS
45,8,1003.079,XS
45,-2,998.408,XS
45,-3,998.614,XS
45,-1,998.585,XS
46,0,998.896,XS
46,1,999.379,XS
46,2,999.895,XS
46,3,1000.423,XS
46,4,1000.957,XS
46,5,1001.492,XS
46,6,1002.024,XS
46,7,1002.554,XS
46,8,1003.079,XS
46,-2,998.306,XS
46,-3,998.515,XS
46,-1,998.487,XS
47,0,998.818,XS
47,1,999.311,XS
47,2,999.836,XS
47,3,1000.374,XS
47,4,1000.918,XS
47,5,1001.462,XS
47,6,1002.005,XS
47,7,1002.544,XS
47,8,1003.079,XS
47,-2,998.217,XS
47,-3,998.431,XS
47,-1,998.403,XS
48,0,998.754,XS
48,1,999.254,XS
48,2,999.786,XS
48,3,1000.333,XS
48,4,1000.885,XS
48,5,1001.438,XS
48,6,1001.989,XS
48,7,1002.536,XS
48,8,1003.079,XS
48,-2,998.144,XS
48,-3,998.36,XS
48,-1,998.332,XS
49,0,998.702,XS
49,1,999.208,XS
49,2,999.747,XS
49,3,1000.58,XS
49,4,1001.139,XS
49,5,1001.697,XS
49,6,1002.253,XS
49,7,1002.805,XS
49,-2,998.085,XS
49,-3,998.042,XS
49,-1,998.275,XS
50,0,998.914,XS
50,1,999.444,XS
50,2,999.997,XS
50,3,1000.558,XS
50,4,1001.122,XS
50,5,1001.685,XS
50,6,1002.246,XS
50,7,1002.802,XS
50,-2,998.086,XS
50,-4,1003.079,XS
50,-3,998.042,XS
50,-1,998.434,XS
51,0,998.892,XS
51,1,999.425,XS
51,2,999.98,XS
51,3,1000.545,XS
51,4,1001.112,XS
51,5,1001.678,XS
51,6,1002.241,XS
51,7,1002.801,XS
51,-2,998.06,XS
51,-4,1003.079,XS
51,-3,998.015,XS
51,-1,998.409,XS
52,0,998.883,XS
52,1,999.417,XS
52,2,999.974,XS
52,3,1000.539,XS
52,4,1001.108,XS
52,5,1001.675,XS
52,6,1002.24,XS
52,7,1002.8,XS
52,-2,998.049,XS
52,-4,1003.079,XS
52,-3,998.004,XS
52,-1,998.399,XS
53,0,998.887,XS
53,1,999.421,XS
53,2,999.977,XS
53,3,1000.542,XS
53,4,1001.11,XS
53,5,1001.677,XS
53,6,1002.241,XS
53,7,1002.801,XS
53,-2,998.054,XS
53,-4,1003.079,XS
53,-3,998.01,XS
53,-1,998.405,XS
54,0,998.905,XS
54,1,999.437,XS
54,2,999.99,XS
54,3,1000.553,XS
54,4,1001.118,XS
54,5,1001.683,XS
54,6,1002.244,XS
54,7,1002.802,XS
54,-2,998.076,XS
54,-4,1003.079,XS
54,-3,998.032,XS
54,-1,998.425,XS
55,0,998.937,XS
55,1,999.464,XS
55,2,1000.014,XS
55,3,1000.572,XS
55,4,1001.133,XS
55,5,1001.693,XS
55,6,1002.25,XS
55,7,1003.079,XS
55,-2,998.114,XS
55,-4,998.341,XS
55,-3,998.07,XS
55,-1,998.46,XS
56,0,999.238,XS
56,1,999.773,XS
56,2,1000.322,XS
56,3,1000.876,XS
56,4,1001.431,XS
56,5,1001.984,XS
56,6,1002.534,XS
56,7,1003.079,XS
56,-2,998.312,XS
56,-4,998.341,XS
56,-3,998.123,XS
56,-1,998.736,XS
57,0,999.292,XS
57,1,999.819,XS
57,2,1000.361,XS
57,3,1000.907,XS
57,4,1001.454,XS
57,5,1001.999,XS
57,6,1002.541,XS
57,7,1003.079,XS
57,-1,998.797,XS
57,-4,998.407,XS
57,-3,998.193,XS
57,-2,998.379,XS
58,0,999.357,XS
58,1,999.875,XS
58,2,1000.407,XS
58,3,1000.944,XS
58,4,1001.482,XS
58,5,1002.018,XS
58,6,1002.55,XS
58,7,1003.079,XS
58,-2,998.46,XS
58,-4,998.487,XS
58,-3,998.277,XS
58,-1,998.87,XS
59,0,999.433,XS
59,1,999.941,XS
59,2,1000.462,XS
59,3,1000.988,XS
59,4,1001.515,XS
59,5,1002.04,XS
59,6,1002.561,XS
59,7,1003.079,XS
59,-1,998.956,XS
59,-4,998.833,XS
59,-3,998.375,XS
59,-2,998.554,XS
60,0,999.349,XS
60,1,999.839,XS
60,2,1000.357,XS
60,3,1000.891,XS
60,4,1001.433,XS
60,5,1002.254,XS
60,6,1002.821,XS
60,7,1003.079,XS
60,-2,998.575,XS
60,-4,999.186,XS
60,-3,998.49,XS
60,-1,998.91,XS
61,0,999.467,XS
61,1,999.955,XS
61,2,1000.482,XS
61,3,1001.034,XS
61,4,1001.604,XS
61,5,1002.187,XS
61,6,1002.804,XS
61,-1,999.041,XS
61,-5,1003.079,XS
61,-4,999.027,XS
61,-3,998.614,XS
61,-2,998.627,XS
62,0,999.379,XS
62,1,999.838,XS
62,2,1000.355,XS
62,3,1000.914,XS
62,4,1001.505,XS
62,5,1002.121,XS
62,6,1002.78,XS
62,-2,998.774,XS
62,-5,1003.079,XS
62,-4,999.027,XS
62,-3,998.743,XS
62,-1,999.007,XS
63,0,999.328,XS
63,1,999.746,XS
63,2,1000.244,XS
63,3,1000.803,XS
63,4,1001.409,XS
63,5,1002.054,XS
63,6,1002.755,XS
63,-2,998.889,XS
63,-5,1003.079,XS
63,-4,999.369,XS
63,-3,998.922,XS
63,-1,999.022,XS
64,0,999.317,XS
64,1,999.682,XS
64,2,1000.151,XS
64,3,1000.701,XS
64,4,1001.316,XS
64,5,1002.34,XS
64,6,1002.73,XS
64,-2,999.045,XS
64,-5,1003.079,XS
64,-4,999.758,XS
64,-3,999.162,XS
64,-1,999.089,XS
65,0,999.349,XS
65,1,999.651,XS
65,2,1000.333,XS
65,3,1000.909,XS
65,4,1001.566,XS
65,5,1002.292,XS
65,6,1003.079,XS
65,-2,999.219,XS
65,-5,1001.763,XS
65,-4,1000.179,XS
65,-3,999.458,XS
65,-1,999.21,XS
66,0,999.521,XS
66,1,999.826,XS
66,2,1000.267,XS
66,3,1000.826,XS
66,4,1001.488,XS
66,5,1002.242,XS
66,6,1003.079,XS
66,-2,999.385,XS
66,-5,1001.763,XS
66,-4,1000.56,XS
66,-3,999.804,XS
66,-1,999.381,XS
67,0,999.604,XS
67,1,999.834,XS
67,2,1000.223,XS
67,3,1000.754,XS
67,4,1001.414,XS
67,5,1002.192,XS
67,6,1003.079,XS
67,-2,999.615,XS
67,-5,1002.119,XS
67,-4,1000.56,XS
67,-3,999.921,XS
67,-1,999.556,XS
68,0,999.735,XS
68,1,999.879,XS
68,2,1000.203,XS
68,3,1000.695,XS
68,4,1001.343,XS
68,5,1002.622,XS
68,6,1003.079,XS
68,-2,999.897,XS
68,-5,1002.418,XS
68,-4,1000.995,XS
68,-3,1000.299,XS
68,-1,999.735,XS
69,0,999.916,XS
69,1,999.965,XS
69,2,1000.408,XS
69,3,1000.941,XS
69,4,1001.66,XS
69,5,1002.592,XS
69,-2,1000.227,XS
69,-5,1002.591,XS
69,-4,1001.423,XS
69,-3,1000.706,XS
69,-1,999.967,XS
70,0,1000.097,XS
70,1,1000.145,XS
70,2,1000.39,XS
70,3,1000.842,XS
70,4,1001.518,XS
70,5,1002.561,XS
70,-2,1000.561,XS
70,-5,1002.671,XS
70,-4,1001.741,XS
70,-3,1001.063,XS
70,-1,1000.144,XS
71,0,1000.276,XS
71,1,1000.277,XS
71,2,1000.412,XS
71,3,1000.749,XS
71,4,1001.333,XS
71,5,1002.456,XS
71,-2,1000.669,XS
71,-5,1002.418,XS
71,-4,1001.838,XS
71,-3,1001.081,XS
71,-1,1000.397,XS
72,0,1000.489,XS
72,1,1000.454,XS
72,2,1000.498,XS
72,3,1000.725,XS
72,4,1001.575,XS
72,5,1002.274,XS
72,-2,1000.951,XS
72,-6,1003.079,XS
72,-5,1002.418,XS
72,-4,1001.838,XS
72,-3,1001.347,XS
72,-1,1000.661,XS
73,0,1000.72,XS
73,1,1000.627,XS
73,2,1000.673,XS
73,3,1000.908,XS
73,4,1001.448,XS
73,5,1003.079,XS
73,-2,1001.215,XS
73,-6,1003.079,XS
73,-5,1002.524,XS
73,-4,1002.025,XS
73,-3,1001.586,XS
73,-1,1000.922,XS
74,0,1000.878,XS
74,1,1000.796,XS
74,2,1000.801,XS
74,3,1000.942,XS
74,4,1001.368,XS
74,5,1003.079,XS
74,-2,1001.459,XS
74,-6,1003.079,XS
74,-5,1002.614,XS
74,-4,1002.186,XS
74,-3,1001.799,XS
74,-1,1001.056,XS
75,0,1001.1,XS
75,1,1000.981,XS
75,2,1000.958,XS
75,3,1001.019,XS
75,4,1001.332,XS
75,5,1003.079,XS
75,-2,1001.539,XS
75,-6,1003.079,XS
75,-5,1002.69,XS
75,-4,1002.325,XS
75,-3,1001.986,XS
75,-1,1001.293,XS
76,0,1001.318,XS
76,1,1001.175,XS
76,2,1001.112,XS
76,3,1001.127,XS
76,4,1001.708,XS
76,-2,1001.748,XS
76,-6,1003.079,XS
76,-5,1002.676,XS
76,-4,1002.418,XS
76,-3,1002.01,XS
76,-1,1001.514,XS
77,0,1001.525,XS
77,1,1001.31,XS
77,2,1001.258,XS
77,3,1001.284,XS
77,4,1001.612,XS
77,-2,1001.935,XS
77,-6,1002.966,XS
77,-5,1002.676,XS
77,-4,1002.418,XS
77,-3,1002.17,XS
77,-1,1001.718,XS
78,0,1001.634,XS
78,1,1001.489,XS
78,2,1001.401,XS
78,3,1001.396,XS
78,4,1001.611,XS
78,-2,1002.1,XS
78,-6,1002.966,XS
78,-5,1002.743,XS
78,-4,1002.523,XS
78,-3,1002.308,XS
78,-1,1001.901,XS
79,0,1001.812,XS
79,1,1001.662,XS
79,2,1001.549,XS
79,3,1001.52,XS
79,4,1001.636,XS
79,-2,1002.244,XS
79,-6,1002.985,XS
79,-5,1002.799,XS
79,-4,1002.612,XS
79,-3,1002.427,XS
79,-1,1001.978,XS
80,0,1001.956,XS
80,1,1001.809,XS
80,2,1001.685,XS
80,3,1001.63,XS
80,4,1003.079,XS
80,-2,1002.273,XS
80,-6,1002.999,XS
80,-5,1002.839,XS
80,-4,1002.63,XS
80,-3,1002.435,XS
80,-1,1002.112,XS
81,0,1002.032,XS
81,1,1001.833,XS
81,2,1001.74,XS
81,3,1001.728,XS
81,4,1003.079,XS
81,-2,1002.327,XS
81,-6,1003.005,XS
81,-5,1002.799,XS
81,-4,1002.63,XS
81,-3,1002.479,XS
81,-1,1002.178,XS
82,0,1002.032,XS
82,1,1001.911,XS
82,2,1001.823,XS
82,3,1001.812,XS
82,4,1003.079,XS
82,-2,1002.374,XS
82,-6,1002.947,XS
82,-5,1002.799,XS
82,-4,1002.658,XS
82,-3,1002.516,XS
82,-1,1002.215,XS
83,0,1002.089,XS
83,1,1001.975,XS
83,2,1001.892,XS
83,3,1001.882,XS
83,4,1003.079,XS
83,-2,1002.379,XS
83,-6,1002.947,XS
83,-5,1002.814,XS
83,-4,1002.681,XS
83,-3,1002.547,XS
83,-1,1002.215,XS
84,0,1002.133,XS
84,1,1002.024,XS
84,2,1001.945,XS
84,3,1001.935,XS
84,4,1003.079,XS
84,-1,1002.254,XS
84,-7,1003.079,XS
84,-6,1002.953,XS
84,-5,1002.826,XS
84,-4,1002.699,XS
84,-3,1002.526,XS
84,-2,1002.379,XS
85,0,1002.165,XS
