X,Y,ID
0,3,LV0
1,3,LV0
2,3,LV0
3,3,LV0
4,3,LV0
5,3,LV0
6,4,LV0
7,4,LV0
8,4,LV0
9,4,LV0
10,4,LV0
11,4,LV0
12,4,LV0
13,4,LV0
14,4,LV0
15,4,LV0
16,4,LV0
17,4,LV0
18,4,LV0
19,5,LV0
20,5,LV0
21,5,LV0
22,5,LV0
23,5,LV0
24,5,LV0
25,5,LV0
26,5,LV0
27,5,LV0
28,5,LV0
29,5,LV0
30,5,LV0
31,5,LV0
32,5,LV0
33,5,LV0
34,5,LV0
35,5,LV0
36,5,LV0
37,5,LV0
38,5,LV0
39,5,LV0
40,5,LV0
41,5,LV0
42,5,LV0
43,5,LV0
44,5,LV0
45,5,LV0
46,5,LV0
47,5,LV0
48,5,LV0
49,5,LV0
50,5,LV0
51,4,LV0
52,4,LV0
53,4,LV0
54,4,LV0
55,4,LV0
56,4,LV0
57,4,LV0
58,4,LV0
59,4,LV0
60,4,LV0
61,4,LV0
62,4,LV0
63,4,LV0
64,4,LV0
65,3,LV0
66,3,LV0
67,3,LV0
68,3,LV0
69,3,LV0
70,3,LV0
71,3,LV0
72,3,LV0
73,3,LV0
74,3,LV0
75,3,LV0
76,2,LV0
77,2,LV0
78,2,LV0
79,2,LV0
80,2,LV0
81,2,LV0
82,2,LV0
83,2,LV0
84,2,LV0
85,2,LV0
86,2,LV0
87,2,LV0
88,2,LV0
89,1,LV0
90,1,LV0
91,1,LV0
92,1,LV0
93,1,LV0
94,1,LV0
95,1,LV0
96,1,LV0
97,1,LV0
98,1,LV0
99,1,LV0
100,1,LV0
101,1,LV0
102,1,LV0
103,1,LV0
104,1,LV0
105,1,LV0
106,1,LV0
107,1,LV0
108,1,LV0
109,1,LV0
110,1,LV0
111,1,LV0
112,1,LV0
113,1,LV0
114,1,LV0
115,1,LV0
116,1,LV0
117,1,LV0
118,1,LV0
119,1,LV0
120,2,LV0
121,2,LV0
122,2,LV0
123,2,LV0
124,2,LV0
125,2,LV0
126,2,LV0
127,2,LV0
128,2,LV0
129,2,LV0
130,2,LV0
131,2,LV0
132,2,LV0
133,2,LV0
134,3,LV0
135,3,LV0
136,3,LV0
137,3,LV0
138,3,LV0
0,5,LV1
1,5,LV1
2,5,LV1
3,5,LV1
4,5,LV1
5,5,LV1
6,5,LV1
7,5,LV1
8,5,LV1
9,5,LV1
10,5,LV1
11,5,LV1
12,5,LV1
13,5,LV1
14,5,LV1
15,5,LV1
16,5,LV1
17,5,LV1
18,5,LV1
19,5,LV1
20,5,LV1
21,5,LV1
22,5,LV1
23,5,LV1
24,5,LV1
25,5,LV1
26,5,LV1
27,5,LV1
28,5,LV1
29,5,LV1
30,5,LV1
31,5,LV1
32,5,LV1
33,5,LV1
34,5,LV1
35,5,LV1
36,5,LV1
37,5,LV1
38,5,LV1
39,5,LV1
40,5,LV1
41,5,LV1
42,5,LV1
43,5,LV1
44,5,LV1
45,5,LV1
46,5,LV1
47,5,LV1
48,5,LV1
49,5,LV1
50,5,LV1
51,5,LV1
52,5,LV1
53,5,LV1
54,5,LV1
55,5,LV1
56,5,LV1
57,5,LV1
58,5,LV1
59,5,LV1
60,5,LV1
61,5,LV1
62,5,LV1
63,5,LV1
64,5,LV1
65,5,LV1
66,5,LV1
67,5,LV1
68,5,LV1
69,5,LV1
70,5,LV1
71,5,LV1
72,5,LV1
73,5,LV1
74,5,LV1
75,5,LV1
76,5,LV1
77,5,LV1
78,5,LV1
79,5,LV1
80,5,LV1
81,5,LV1
82,5,LV1
83,5,LV1
84,5,LV1
85,5,LV1
86,5,LV1
87,5,LV1
88,5,LV1
89,5,LV1
90,5,LV1
91,5,LV1
92,5,LV1
93,5,LV1
94,5,LV1
95,5,LV1
96,5,LV1
97,5,LV1
98,5,LV1
99,5,LV1
100,5,LV1
101,5,LV1
102,5,LV1
103,5,LV1
104,5,LV1
105,5,LV1
106,5,LV1
107,5,LV1
108,5,LV1
109,5,LV1
110,5,LV1
111,5,LV1
112,5,LV1
113,5,LV1
114,5,LV1
115,5,LV1
116,5,LV1
117,5,LV1
118,5,LV1
119,5,LV1
120,5,LV1
121,5,LV1
122,5,LV1
123,5,LV1
124,5,LV1
125,5,LV1
126,5,LV1
127,5,LV1
128,5,LV1
129,5,LV1
130,5,LV1
131,5,LV1
132,5,LV1
133,5,LV1
134,5,LV1
135,5,LV1
136,5,LV1
137,5,LV1
138,5,LV1
0,13,LV2
1,13,LV2
2,13,LV2
3,13,LV2
4,13,LV2
5,13,LV2
6,13,LV2
7,13,LV2
8,13,LV2
9,13,LV2
10,13,LV2
11,13,LV2
12,13,LV2
13,13,LV2
14,13,LV2
15,13,LV2
16,13,LV2
17,13,LV2
18,13,LV2
19,13,LV2
20,13,LV2
21,13,LV2
22,13,LV2
23,13,LV2
24,13,LV2
25,13,LV2
26,13,LV2
27,13,LV2
28,13,LV2
29,13,LV2
30,13,LV2
31,13,LV2
32,13,LV2
33,13,LV2
34,13,LV2
35,13,LV2
36,13,LV2
37,13,LV2
38,13,LV2
39,13,LV2
40,13,LV2
41,13,LV2
42,13,LV2
43,13,LV2
44,13,LV2
45,13,LV2
46,13,LV2
47,13,LV2
48,13,LV2
49,13,LV2
50,13,LV2
51,13,LV2
52,13,LV2
53,13,LV2
54,13,LV2
55,13,LV2
56,13,LV2
57,13,LV2
58,13,LV2
59,13,LV2
60,13,LV2
61,13,LV2
62,13,LV2
63,13,LV2
64,13,LV2
65,13,LV2
66,13,LV2
67,13,LV2
68,13,LV2
69,13,LV2
70,13,LV2
71,13,LV2
72,13,LV2
73,13,LV2
74,13,LV2
75,13,LV2
76,13,LV2
77,13,LV2
78,13,LV2
79,13,LV2
80,13,LV2
81,13,LV2
82,13,LV2
83,13,LV2
84,13,LV2
85,13,LV2
86,13,LV2
87,13,LV2
88,13,LV2
89,13,LV2
90,13,LV2
91,13,LV2
92,13,LV2
93,13,LV2
94,13,LV2
95,13,LV2
96,13,LV2
97,13,LV2
98,13,LV2
99,13,LV2
100,13,LV2
101,13,LV2
102,13,LV2
103,13,LV2
104,13,LV2
105,13,LV2
106,13,LV2
107,13,LV2
108,13,LV2
109,13,LV2
110,13,LV2
111,13,LV2
112,13,LV2
113,13,LV2
114,13,LV2
115,13,LV2
116,13,LV2
117,13,LV2
118,13,LV2
119,13,LV2
120,13,LV2
121,13,LV2
122,13,LV2
123,13,LV2
124,13,LV2
125,13,LV2
126,13,LV2
127,13,LV2
128,13,LV2
129,13,LV2
130,13,LV2
131,13,LV2
132,13,LV2
133,13,LV2
134,13,LV2
135,13,LV2
136,13,LV2
137,13,LV2
138,13,LV2
-1,5,LB0
-1,4,LB0
0,5,LB0
1,5,LB0
2,6,LB0
3,6,LB0
4,6,LB0
5,6,LB0
6,6,LB0
7,6,LB0
8,6,LB0
9,6,LB0
10,6,LB0
11,6,LB0
12,6,LB0
13,6,LB0
14,6,LB0
15,7,LB0
16,7,LB0
17,7,LB0
18,7,LB0
19,7,LB0
20,7,LB0
21,7,LB0
22,7,LB0
23,7,LB0
24,7,LB0
25,7,LB0
26,7,LB0
27,7,LB0
28,8,LB0
29,8,LB0
30,8,LB0
31,8,LB0
32,8,LB0
33,8,LB0
34,8,LB0
35,8,LB0
36,8,LB0
37,8,LB0
38,8,LB0
39,8,LB0
40,8,LB0
41,8,LB0
42,8,LB0
43,8,LB0
44,8,LB0
45,8,LB0
46,8,LB0
47,8,LB0
48,8,LB0
49,7,LB0
50,7,LB0
51,7,LB0
52,7,LB0
53,7,LB0
54,7,LB0
55,7,LB0
56,7,LB0
57,7,LB0
58,7,LB0
59,7,LB0
60,7,LB0
61,6,LB0
62,6,LB0
63,6,LB0
64,6,LB0
65,6,LB0
66,6,LB0
67,6,LB0
68,6,LB0
69,5,LB0
70,5,LB0
71,5,LB0
72,5,LB0
73,5,LB0
74,5,LB0
75,5,LB0
76,4,LB0
77,4,LB0
78,4,LB0
79,4,LB0
80,4,LB0
81,4,LB0
82,4,LB0
83,4,LB0
84,4,LB0
85,3,LB0
86,3,LB0
87,3,LB0
88,3,LB0
89,3,LB0
90,3,LB0
91,3,LB0
92,3,LB0
93,3,LB0
94,3,LB0
95,3,LB0
96,3,LB0
97,3,LB0
98,3,LB0
99,3,LB0
100,3,LB0
101,3,LB0
102,3,LB0
103,3,LB0
104,3,LB0
105,3,LB0
106,3,LB0
107,3,LB0
108,3,LB0
109,3,LB0
110,3,LB0
111,3,LB0
112,3,LB0
113,3,LB0
114,3,LB0
115,3,LB0
116,3,LB0
117,3,LB0
118,4,LB0
119,4,LB0
120,4,LB0
121,4,LB0
122,4,LB0
123,4,LB0
124,4,LB0
125,4,LB0
126,4,LB0
127,4,LB0
128,4,LB0
129,4,LB0
130,5,LB0
131,5,LB0
132,5,LB0
133,5,LB0
134,5,LB0
135,5,LB0
136,5,LB0
137,5,LB0
137,4,LB0
138,3,LB0
0,0.0,CL
1,0.11296844958390084,CL
2,0.22570611109840058,CL
3,0.3379826679608997,CL
4,0.4495687455991815,CL
5,0.5602363800505196,CL
6,0.669759483678992,CL
7,0.777914307059566,CL
