X,S,C
0.019711457334935744,-0.06531949466642095,-0.06189656462714552
0.5172701285221208,-0.12781264047277985,0.008670266494451614
1.0140653788402758,-0.11901026983922625,0.009239912537260203
1.5104482432636623,-0.10964951542105605,0.009326081856290374
2.006788271476973,-0.10022067450538456,0.009028089572144418
2.5034100821401415,-0.0911099010528904,0.008489418120087926
3.00054314709377,-0.08255642252828324,0.007870157403360774
3.4982930699866928,-0.07463760718396437,0.007319586453201502
3.9966368490131674,-0.06728113256521823,0.006954227753405034
4.495439655028224,-0.06029857924879035,0.00684385652763372
4.994487568765349,-0.05343256524866336,0.007005697352443048
5.4935295260210415,-0.04640938046313259,0.007405971187775707
5.992321763715816,-0.038989872551474396,0.007967773629688512
6.490668608068572,-0.031012295744485698,0.008584337553849495
6.988454150008806,-0.02242177804932612,0.009136497788105366
7.485660354431746,-0.013282304985308272,0.009512389100584086
7.982368823267396,-0.0037691527296423917,0.00962631886422475
8.478745964973152,0.005857250964223978,0.009433071901715379
8.975014413170246,0.01529144757587056,0.008934396062377415
9.471416401829131,0.02422939167446033,0.008176281448703028
9.968176501957137,0.032412276547242,0.007238192349671084
10.46547100890052,0.03965989993055142,0.006217450858279789
10.96340931852063,0.04588874645801077,0.005212652116267817
11.462029473103037,0.05111367239412012,0.004309324519838445
11.961306694261966,0.05543523412896485,0.003569720925390059
12.461171104951537,0.05901664897213557,0.003027389450046934
12.961529544945256,0.06205513487120646,0.0026863817680432287
13.462286467596872,0.06475231758373488,0.002524545754510196
13.963360035827323,0.06728786828542649,0.002500079151295666
14.46469120664387,0.06979969472345307,0.0025602356095355203
14.966245340915977,0.07237286925212703,0.002650796126799017
15.468007380035578,0.07503806735358677,0.00272478800835963
15.969972717284682,0.07777876501074167,0.002749082522566048
16.47213646870765,0.08054507667004458,0.0027079533534307538
16.974483871423256,0.08327119916077334,0.0026033173327430327
17.47698401721896,0.0858931424486713,0.002452015670647125
17.9795881702655,0.08836377348273551,0.002280958253874435
18.482232736949943,0.09066300922336573,0.002121172231542971
18.98484584622482,0.09280203159402685,0.0020017983972785624
19.487355741092173,0.09482144775984933,0.001944942664615352
19.989698945806918,0.09678424206990469,0.001962077793583098
20.49182646220554,0.09876507771716578,0.0020524245393574664
20.993706912691295,0.1008379458123819,0.002203424574719856
21.495326357821927,0.10306427371829144,0.0023930719985196707
21.996685255529993,0.10548336677636694,0.002593554692437209
22.49779355419088,0.10810650279027878,0.0027754493507344464
22.99866516970677,0.11091523881859755,0.002911674496734993
23.499313097566006,0.11386369382172966,0.0029805441016450404
23.99974619168473,0.1168839144342733,0.0029675337280081
24.499968247514275,0.11989304273145976,0.0028656878576382864
24.999979513962536,0.12280093000596078,0.0026748750675776607
25.499780209421694,0.12551704103089334,0.002400278575041755
25.999375141619794,0.12795587430621216,0.0020505753275846953
26.49877824496312,0.1300405730119609,0.0016362220472964338
26.998015835306184,0.13170482007076417,0.0011681609989797866
27.49712765508978,0.13289342758765815,0.0006571114213588445
27.99616527615844,0.133562202529716,0.00011345066188402267
28.49518801784955,0.13367767877136413,-0.0004524613345005579
28.994257079645386,0.13321715990139069,-0.001029770043837942
29.493428960189878,0.13216925810619728,-0.0016067251864984092
29.992749368748143,0.1305348111828688,-0.002170651650931335
30.492248720250362,0.1283277949490297,-0.0027084475209382666
30.991939978924027,0.12557569446761957,-0.0032076179446114323
31.491819150574138,0.12231879548280403,-0.0036577053565402216
31.99186821294917,0.11860800762986817,-0.004051859006281259
32.49205981828665,0.11450109887551102,-0.004388220236813008
32.99236279501387,0.11005755103511444,-0.004670793324569736
33.492747381812265,0.10533257649920563,-0.004909526863342445
33.99318926521609,0.10037110455108,-0.005119444581962158
34.493671823973166,0.0952026954534628,-0.005318825808104432
34.99418642315795,0.08983832793494663,-0.005526620189943847
35.49473103690397,0.08426981089446901,-0.005759451647040377
35.99530780570102,0.07847220882077209,-0.006028681704493881
36.49592028267091,0.07240919803187378,-0.006338031143247851
36.996571073945965,0.06604077340596873,-0.006682191351656585
37.49726036234195,0.05933229903518132,-0.007046706621337713
37.997985489316434,0.05226362413219244,-0.007409206332550584
38.4987414440401,0.044836919610578695,-0.00774184788903593
38.999521854370876,0.037082044846243674,-0.00801463200463879
39.50031995645462,0.029058604860784248,-0.008199102352919927
40.00112906684918,0.02085435002034839,-0.008271869234997366
40.501942279671894,0.012580121939287118,-0.008217423139586715
41.00275140508362,0.004362062887782247,-0.008029834994815884
41.50354546832605,-0.0036678162206422254,-0.0077131560843485955
42.00430930786179,-0.01138144726018567,-0.007280584539844122
42.50502287575934,-0.01866370701230409,-0.006752693198842661
43.00566172660077,-0.02541970655303965,-0.006155157571683596
43.50619890957944,-0.03157988298076437,-0.005516451861348324
44.006608123644,-0.03710285451349282,-0.004865900042517173
44.50686765138741,-0.041976371382429545,-0.004232311063865667
45.00696434245036,-0.04621691852783002,-0.0036432383929622114
45.50689683177324,-0.049868569909640705,-0.003124728910039074
46.0066772717264,-0.05300156802621946,-0.0027012993775630944
46.506331108424334,-0.05571085028905805,-0.0023958227979920684
47.00589478709052,-0.05811443441267946,-0.002229031199426331
47.50541165574062,-0.06035128715527642,-0.0022184406773662958
48.00492667374355,-0.06257810980280673,-0.002376658957860202
48.504480757021575,-0.06496443520789133,-0.002709213402304406
49.0041056645743,-0.06768556809821982,-0.003212201328684368
49.50382024339444,-0.07091319845237722,-0.0038701821257146746
50.00362862328645,-0.07480392971717566,-0.004654780685527858
50.50352063410727,-0.07948642106615526,-0.005524446300494086
51.00347435911401,-0.0850482702142507,-0.0064257120120112116
51.503460391543214,-0.09152408887511601,-0.007296131667607537
52.00344707394071,-0.09888638472295358,-0.008068841981381294
52.503405814100034,-0.10704081138790611,-0.008678418202906777
53.00331552841255,-0.11582704711792448,-0.009067398569714967
53.50316539508944,-0.12502600635819724,-0.009192609517346443
54.00295541355349,-0.1343733164749246,-0.009030318138483146
54.502694725606204,-0.14357810734936166,-0.00857934466662681
55.002398167998685,-0.15234532701971612,-0.00786159642681851
55.50208196229646,-0.16039919587399462,-0.006919953910280256
56.00175966976262,-0.1675051864362319,-0.005813898705844975
56.5014394569863,-0.1734881053642816,-0.004613575099323226
57.00112333320838,-0.17824438108396454,-0.003393056464619441
57.5008084366084,-0.18174737057451842,-0.002223488124915764
58.00048984197912,-0.18404523758147198,-0.001166615279435505
58.50016392647339,-0.18525162878283302,-0.00026908738897184426
58.999831197317256,-0.18552996463843516,0.000442099692997831
59.499497686175545,-0.18507268474709998,0.000962644654822632
59.9991744711883,-0.1840772447245306,0.0013121002508648953
60.498875448697596,-0.18272101149168138,0.001532897140035365
60.998613977162165,-0.18113737788733247,0.0016871883907223185
61.498399330440876,-0.17939536231011838,0.0018517284714104482
61.99823396988531,-0.17748467275517316,0.002111227860856158
62.498112483824,-0.1753077519894466,0.0025507636311828765
62.99802270047044,-0.1726797656830836,0.0032478637274009135
63.49794902314371,-0.16933691922498711,0.004264845979872075
63.997877533813465,-0.164952918347135,0.005641929650409075
64.49780193500892,-0.15916280195971538,0.007391588798567821
64.9977290361643,-0.15159273160339448,0.00949459950988113
65.49768233627367,-0.14189361142486137,0.011898232796218119
65.99770240147858,-0.1297757086363274,0.014517023067843875
66.49784323110606,-0.1150409183262938,0.01723645109451388
66.99816461115687,-0.09760919191355139,0.0199196835783961
67.4987214261275,-0.07753609644427649,0.022417198770076963
67.99955180314215,-0.055019494087545,0.024578723276952007
68.50066652824334,-0.030394708852109303,0.026266467174299746
69.00204218727755,-0.004118910223096697,0.027368257304848966
69.50361986329933,0.0232535602994799,0.02780893205124126
70.0053100734215,0.05110271755959394,0.02755837050787332
70.50700322785275,0.07877903993299883,0.026634845402177837
71.00858361762447,0.10564190291827594,0.02510300118198291
71.50994414217935,0.1310979137855039,0.023066561843544702
72.01099889550643,0.1546362671225891,0.020656687271492197
72.51169135279987,0.17585771040565693,0.01801752917975626
73.01199704037897,0.19449351308163834,0.015290860399646545
73.5119208907373,0.21041137185954412,0.01260164716442604
74.0114906175563,0.22360661713024474,0.010046181434874934
74.51074811791345,0.23417921271115497,0.007684001249697985
75.00974101014715,0.24229937535665758,0.005534384533241723
75.50851600896098,0.24816660573089125,0.0035777345266083224
76.00711511247287,0.2519680724365365,0.0017616778408681498
76.50557476264578,0.2538424294617477,1.1172930012694564e-05
77.00392744412453,0.253854322345467,-0.0017585767066634738
77.50220473361743,0.25198325276734457,-0.003628004186703251
78.00044064376658,0.24812839360921654,-0.005659642081581373
78.49867419627398,0.24212866185383866,-0.007886867466825888
78.99695044471598,0.2337951577919025,-0.010306293964853257
79.49531956850305,0.22295126506707658,-0.012874681445687645
79.99383409402412,0.20947455766707584,-0.015510716955674887
80.49254468973552,0.19333438348744586,-0.018101573547174826
80.99149526286385,0.17461965700128138,-0.02051377263685782
81.4907182122693,0.15355288619828164,-0.02260746345664667
81.99023065244525,0.13048851002870626,-0.024252692490690616
82.49003224032896,0.10589586719990772,-0.02534560116824328
