,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_136,harmonic_137,harmonic_138,harmonic_139,harmonic_140,harmonic_141,harmonic_142,harmonic_143,harmonic_144,harmonic_145,harmonic_146,harmonic_147,harmonic_148,harmonic_149,harmonic_150,harmonic_151,harmonic_152,harmonic_153,harmonic_154,all_20_harmonics
0,0.0,-0.15385123071260004,0.3507390749131142,0.32051350614452817,-0.046833988132736794,-0.03717139739912556,0.08329205690327769,0.032418975480335656,0.006799338082150996,0.009817921857900097,0.013160020892596748,0.00554405136118345,0.0032362376061919307,0.0056505834332901935,0.0032147821084726825,0.0059029784371781606,0.004393575547874729,0.00269497018571313,0.0023614680581852563,0.003027647580169951,0.0018730828151872626,0.001178392624617288,0.0023614680581852576,0.002694970185713101,0.004393575547874762,0.005902978437178138,0.0032147821084726825,0.005650583433290205,0.0032362376061919134,0.005544051361183488,0.013160020892596748,0.009817921857900102,0.0067993380821509885,0.03241897548033566,0.0832920569032777,-0.03717139739912556,-0.046833988132736794,0.32051350614452817,0.3507390749131141,-0.15385123071259998,0.0,1.229844972555036
1,-0.15534892178424364,-0.16779064990498108,0.32079049971853785,0.35213859944522197,-0.06361338167977984,-0.020929451162794696,0.05824920873237874,0.03876713869412859,0.006651534325248992,0.010263117171898675,0.010627865490371624,0.006567345299711253,0.0014518138177629786,0.004076255389499199,0.0032878045568832735,0.0017512467247901738,0.004206189883583349,0.001970526868865983,0.0016956720547374696,0.0013011803995573005,0.0015683659207942219,8.701705041844208e-05,0.0016956720547374648,0.0019705268688659703,0.004206189883583382,0.0017512467247901612,0.0032878045568832735,0.004076255389499214,0.0014518138177629684,0.0065673452997112814,0.010627865490371624,0.010263117171898678,0.006651534325248988,0.0387671386941286,0.05824920873237875,-0.0209294511627947,-0.06361338167977984,0.35213859944522197,0.3207904997185378,-0.16779064990498105,0.0,1.143279234222899
2,-0.31056549039318604,-0.18145079811971457,0.2887071166750417,0.378494644636791,-0.07870224622334257,-0.0038195253732517887,0.02973307156763434,0.04197461888797452,0.005801368589720633,0.009339962294537438,0.006350967106319634,0.0062898959584267895,-0.0006737235668872252,0.0013818165154191942,0.0023169722890003385,-0.00303618241201473,0.0022891102967446497,0.0003355051563065215,0.00015570326271657181,-0.0011688272054648265,0.000276023018152888,-0.0010644245256117386,0.00015570326271656333,0.0003355051563065308,0.002289110296744669,-0.0030361824120147276,0.002316972289000338,0.0013818165154192103,-0.0006737235668872257,0.006289895958426807,0.006350967106319634,0.009339962294537438,0.00580136858972063,0.041974618887974526,0.02973307156763433,-0.0038195253732517943,-0.07870224622334254,0.378494644636791,0.2887071166750416,-0.18145079811971448,0.0,1.0090193263699212
3,-0.46511983541354596,-0.19480893938820562,0.2547024354033944,0.39918727634634105,-0.09169959438518928,0.013448802559814614,-0.0005559918303840216,0.04178156509218725,0.00433861325874364,0.007171538657308832,0.0010314505882121126,0.004766655582064322,-0.0026409649868978156,-0.0016923305703642518,0.0006105176903036921,-0.006721486238858548,-0.0005693105699476715,-0.001454553136474054,-0.001464535505434793,-0.0029709256745144605,-0.0011901361527384819,-0.0014811167025613715,-0.0014645355054348015,-0.001454553136474027,-0.0005693105699476739,-0.006721486238858532,0.0006105176903036919,-0.0016923305703642403,-0.002640964986897807,0.004766655582064321,0.0010314505882121146,0.0071715386573088305,0.004338613258743641,0.04178156509218725,-0.0005559918303840216,0.013448802559814614,-0.09169959438518929,0.39918727634634105,0.25470243540339427,-0.1948089393882056,0.0,0.8452201186034134
4,-0.6184820864320528,-0.20784284040261677,0.21900275144708145,0.41390687082869393,-0.10226002094623357,0.030159386023314815,-0.03081190249813932,0.03820361737716632,0.002417726488628106,0.004046955587257791,-0.0044573959027403446,0.002299320608479687,-0.003987693602061828,-0.004301443545385795,-0.0012897719613525105,-0.007966910276172382,-0.0031936162254547294,-0.0025724639531580027,-0.00232975971568659,-0.003075332311079483,-0.0019068468676178394,-0.0008754258161841824,-0.0023297597156865927,-0.00257246395315797,-0.0031936162254547528,-0.00796691027617236,-0.0012897719613525105,-0.004301443545385792,-0.0039876936020618115,0.002299320608479671,-0.0044573959027403446,0.004046955587257786,0.0024177264886281117,0.03820361737716632,-0.030811902498139313,0.030159386023314808,-0.10226002094623357,0.4139068708286939,0.2190027514470814,-0.20784284040261672,0.0,0.672188013668359
5,-0.7701223730354307,-0.22053080752101428,0.1818456403127987,0.422433178864944,-0.110102882008617,0.045619209005708795,-0.05923055830604039,0.031530639787908356,0.00024154235743842402,0.0003828042398990074,-0.009214485840547145,-0.0006234230109310317,-0.004397486303966843,-0.005728566423939088,-0.002780568128372494,-0.006320369251435777,-0.004504624400579958,-0.0025016418799207823,-0.001993918813331833,-0.0014223854764746394,-0.0014227845133830143,0.0003345527175593239,-0.0019939188133318297,-0.0025016418799207593,-0.0045046244005799915,-0.006320369251435754,-0.002780568128372494,-0.005728566423939092,-0.004397486303966823,-0.0006234230109310617,-0.009214485840547145,0.00038280423989900104,0.0002415423574384314,0.031530639787908356,-0.059230558306040376,0.04561920900570878,-0.110102882008617,0.422433178864944,0.1818456403127987,-0.22053080752101423,0.0,0.5057367480877031
6,-0.9195108248103994,-0.23285172287429448,0.14347837644465308,0.42463862135042363,-0.1150197531222299,0.05918712663699398,-0.08411740912052294,0.022303237282969225,-0.001960147192470747,-0.0033323852322464055,-0.012458862852507958,-0.0034226900572453854,-0.0037740594916843132,-0.005581541296453807,-0.0033885535611897816,-0.0023795527270644773,-0.003963214671451265,-0.0012748137223940667,-0.0006301494478235459,0.0010433626431877229,-4.2771175440016845e-05,0.0013135966925127596,-0.000630149447823538,-0.0012748137223940646,-0.003963214671451296,-0.0023795527270644625,-0.0033885535611897816,-0.005581541296453818,-0.0037740594916842946,-0.0034226900572454223,-0.012458862852507961,-0.003332385232246412,-0.0019601471924707383,0.022303237282969225,-0.08411740912052294,0.05918712663699396,-0.11501975312222987,0.4246386213504236,0.14347837644465308,-0.23285172287429448,0.0,0.3532192008511821
7,-1.0661175713436872,-0.24478507951479267,0.10415628765353413,0.4204901982602099,-0.11687996817556474,0.07030045454518091,-0.10398849958997777,0.011268959135823379,-0.0039548570000854785,-0.00660327791874132,-0.01365790785089089,-0.00554405136118345,-0.0022638915630064007,-0.0039007690755040567,-0.0029206971807046733,0.0024250344576290444,-0.001792028702853431,0.0005411045168312918,0.0010584819677979642,0.002912896507860741,0.001364175880398687,0.0013858930707746854,0.0010584819677979726,0.0005411045168312727,-0.0017920287028534462,0.0024250344576290436,-0.0029206971807046733,-0.003900769075504072,-0.0022638915630063873,-0.005544051361183487,-0.01365790785089089,-0.006603277918741329,-0.00395485700008547,0.011268959135823368,-0.10398849958997777,0.0703004545451809,-0.11687996817556474,0.4204901982602098,0.10415628765353414,-0.24478507951479267,0.0,0.2135619506664374
8,-1.2094127422220167,-0.2563110155480738,0.06414105595265886,0.4100499824283342,-0.11563409185458337,0.07849830432390785,-0.11765895456630865,-0.0006782630614263705,-0.0055319577190392506,-0.008993775647995373,-0.012614777419892594,-0.006567345299711253,-0.00022180681203100348,-0.0011481077626234535,-0.0015255400820059733,0.0063493412472104705,0.0011160857549820935,0.0021069789273559132,0.0022014323179922572,0.0031178984548592037,0.0019120787798682668,0.0005015372144816311,0.0022014323179922616,0.002106978927355882,0.0011160857549821017,0.006349341247210456,-0.0015255400820059731,-0.0011481077626234678,-0.00022180681203099804,-0.0065673452997112814,-0.012614777419892595,-0.00899377564799538,-0.005531957719039242,-0.0006782630614263792,-0.11765895456630869,0.07849830432390784,-0.11563409185458334,0.41004998242833407,0.06414105595265879,-0.25631101554807373,0.0,0.08068660480670997
9,-1.3488664670321118,-0.26741034719109547,0.023698976106947874,0.39347419075227497,-0.11131523338881813,0.0834406973500904,-0.1243136309455414,-0.012570536419225096,-0.0065249170084776134,-0.010185160629839856,-0.00950071897511719,-0.006289895958426791,0.0018723929680153043,0.0019200411280390233,0.0003539652137784839,0.007968855787670407,0.0035652369227938364,0.0026992205893072987,0.0022094744039985164,0.0015412231331404218,0.001255913988386448,-0.0007290190140220556,0.0022094744039985147,0.0026992205893072697,0.003565236922793863,0.007968855787670384,0.00035396521377848404,0.0019200411280390131,0.0018723929680153,-0.006289895958426807,-0.00950071897511719,-0.010185160629839863,-0.006524917008477606,-0.012570536419225104,-0.12431363094554146,0.08344069735009038,-0.11131523338881813,0.39347419075227485,0.023698976106947815,-0.26741034719109535,0.0,-0.05174666047974624
10,-1.4839488753606958,-0.27806460070172156,-0.016900816514699102,0.3710108467202999,-0.10403816667183532,0.08492266426942983,-0.12355572309325476,-0.02344441967619688,-0.006828884345630509,-0.010018589128927604,-0.00482695761829774,-0.004766655582064322,0.0035266612010239765,0.00446058351306961,0.0021210890551869614,0.006695699051112612,0.004548270580821595,0.0020441552529534258,0.001078462275112184,-0.0009161615067596218,-0.00019112065215787442,-0.001456349067646734,0.001078462275112177,0.0020441552529534123,0.00454827058082163,0.006695699051112588,0.002121089055186961,0.0044605835130696065,0.0035266612010239626,-0.004766655582064322,-0.004826957618297739,-0.010018589128927606,-0.006828884345630505,-0.023444419676196888,-0.12355572309325476,0.08492266426942982,-0.10403816667183528,0.37101084672029977,-0.016900816514699102,-0.27806460070172156,0.0,-0.18663639405379978
